"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","amenities","featured","googleMapsUrl"
"80","Pedlars Edge Trail","pedlars-edge-trail","Hikes & Trails","outdoor","Wintergreen Resort","1.6-mile difficult red trail paralleling Blackrock with pedlar formation geology, open powerline birding, and wildflower-rich edge habitat. Pedlars Edge Trail climbs 1.6 red-blazed miles through the ancient pedlar rock formation, linking to Blackrock Trail and a power-line corridor prized by birders. Expect steep, exposed sections, wildflowers, and big-sky views—plus challenging footing when winter ice settles in.","","","https://ik.imagekit.io/OE/nelson-county/listings/pedlars-edge-trail-image1_vnTLjWNB-","Bird perched on icy branch, blue sky background.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"81","Pond Hollow Trail","pond-hollow-trail","Hikes & Trails","outdoor","Wintergreen Resort","Pond Hollow Trail is a demanding 1-mile route threaded through a geologic fault line littered with house-sized boulders and prime bobcat habitat. The red-blazed path's maze of displaced rock and steep pitches make it one of Wintergreen's most intriguing adventures.","","","https://ik.imagekit.io/OE/nelson-county/listings/pond-hollow-trail-image1_Ej7WY6jiu","Group of people walking through lush green forest near rocky cliff.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"82","Ravens Roost Park","ravens-roost-park","Hikes & Trails","outdoor","Wintergreen Resort","0.5-mile yellow loop through mixed forest with wildflower displays, solitude, and access from White Oak Drive or Wintergreen Drive. Ravens Roost Park offers a half-mile yellow-blazed wander through deep forest to a favorite Skyline Drive overlook for sunrise, sunset, and wildflower spotting. Birdwatchers love the solitude, and hikers can link to White Oak Trail for a longer loop.","","","https://ik.imagekit.io/OE/nelson-county/listings/ravens-roost-park-image1_1twDjr3Lr","Wooden deck overlooks vast green forest landscape and distant horizon.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Seasonal Menu; Hiking; Biking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"83","Shamokin Springs Nature Preserve","shamokin-springs-nature-preserve","Hikes & Trails","outdoor","Lovingston","Shamokin Springs Nature Preserve protects a rare high-elevation wetland in the middle of Wintergreen, where braided streams nurture northern plant species on an easy 0.3-mile loop. Pick up a Nature Preserve Guide at Trillium House to learn about the ferns, mosses, and wildlife thriving here.","","","https://ik.imagekit.io/OE/nelson-county/listings/shamokin-springs-nature-preserve-image1_06TPiH1-t","Small waterfall cascading over rocks in a forest stream.","","https://ik.imagekit.io/OE/nelson-county/listings/shamokin-springs-nature-preserve-image2_sDnCAzjbr","Mountain landscape with distant green hills and scattered clouds beneath blue sky.","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Educational; Family Friendly; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"84","The Plunge","the-plunge","Hikes & Trails","outdoor","Wintergreen Resort","The Plunge is a short, steep 0.2-mile connector to Blackrock Trail that packs in pedlar gneiss rock formations, dramatic overlooks, and prime family photo spots. Take your time on the rocky steps—especially in winter—then soak up the sweeping views from both trailheads.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-plunge-image1_RX1pJhwfh","Rocky viewpoint overlooking lush, green mountains under clear blue sky.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Family Friendly; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"85","Trillium Field","trillium-field","Hikes & Trails","outdoor","Wintergreen Resort","Trillium Field is a pocket-sized 0.1-mile stroll where thousands of white and pink trillium bloom in early May on the corner of Wintergreen Drive and Devils Knob Loop. Return throughout summer to spot successive waves of wildflowers dotting the forest floor.","","","https://ik.imagekit.io/OE/nelson-county/listings/trillium-field-image1_7pHAG-Gk3","Pink and white flowers with green leaves in a forest setting.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Seasonal Menu; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"86","Upper Shamokin Falls Trail","upper-shamokin-falls-trail","Hikes & Trails","outdoor","Wintergreen Resort","Upper Shamokin Falls Trail is a gentle 0.4-mile walk that follows the sound of tumbling water to fern-draped cascades—perfect for all ages. Stay on the marked path and off the slick rock edges, but don't forget the camera for this signature Wintergreen scene.","","","https://ik.imagekit.io/OE/nelson-county/listings/upper-shamokin-falls-trail-image1_ce-OXirm6","Waterfall cascading over moss-covered rocks, surrounded by lush green forest.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Family Friendly; Hiking; Biking; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"87","Upper Shamokin Gorge Trail","upper-shamokin-gorge-trail","Hikes & Trails","outdoor","Wintergreen Resort","Upper Shamokin Gorge Trail challenges hikers with 0.8 rugged miles along the headwaters of Stoney Creek, including rock-hopping stream crossings and lush plant life. The red-blazed path ties into the modern Appalachian Trail plus Laurel Springs Gap overlooks for expanded loops.","","","https://ik.imagekit.io/OE/nelson-county/listings/upper-shamokin-gorge-trail-image1_tKh9Zdsqi","Flowing stream through forest with rocks and autumn foliage.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Hiking; Biking; Appalachian Trail; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"88","White Oak Trail","white-oak-trail","Hikes & Trails","outdoor","Wintergreen Resort","0.5-mile moderate yellow trail offering bird-friendly woods, wildflowers, and a quiet loop accessible from White Oak or Wintergreen drives. White Oak Trail serves up a half-mile of shady solitude, spring wildflowers, and birdwatching between White Oak Drive and Wintergreen Drive. Its moderate grade and dense forest make it a quick nature break any time of year.","","","https://ik.imagekit.io/OE/nelson-county/listings/white-oak-trail-image1_X40JzxeuX","Trail sign surrounded by lush green foliage in misty forest.","","","","","","","","","(434) 263-7015","8519 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Seasonal Menu; Hiking; Biking","false","https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949"
"89","White Rock Falls","white-rock-falls","Hikes & Trails","outdoor","Montebello","White Rock Falls is a 2.5-mile moderate hike along the Blue Ridge Parkway that showcases an impressive gorge, a wading-friendly waterfall, and northeast-facing mountain views on the climb out.","","","https://ik.imagekit.io/OE/nelson-county/listings/white-rock-falls-image1_t3PUF_tMy","Small waterfall flowing down rocky terrain surrounded by trees.","","","","","","","","","(434) 263-7015","Blue Ridge Parkway Milepost 19, Montebello, VA 24464","josh","","","https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2019%2C%20Montebello%2C%20VA%2024464","Pool; Biking; Hiking; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2019%2C%20Montebello%2C%20VA%2024464"
"90","Three Ridges","three-ridges","Hikes & Trails","outdoor","Tyro","The 13.3-mile Three Ridges loop is one of Virginia's premier backpacking routes, delivering waterfalls, rocky knife-edge climbs, and big Appalachian vistas south of Wintergreen. Expect strenuous terrain, overnight camping zones, and bragging rights after tackling this rugged circuit.","","","https://ik.imagekit.io/OE/nelson-county/listings/three-ridges-image1_FeDL-sZPk","Small waterfall flowing over rocks, surrounded by autumn leaves and trees.","","","","","","","","","(434) 263-7015","Reeds Gap Trailhead, Route 664, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Reeds%20Gap%20Trailhead%2C%20Route%20664%2C%20Roseland%2C%20VA%2022967","Hiking; Biking; Appalachian Trail; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Reeds%20Gap%20Trailhead%2C%20Route%20664%2C%20Roseland%2C%20VA%2022967"
"91","Stoney Creek Park","stoney-creek-park","Hikes & Trails","community","Wintergreen Resort","Community linear park in Stoney Creek with creekside walking path, new picnic areas, benches, and easy terrain for families. Stoney Creek Park threads an easy 0.3-mile yellow-blazed path along a restored stream corridor lined with benches, picnic tables, and new trailhead parking off Stoney Creek West. Families stroll shaded loops, dip toes in the creek, and enjoy the 2022 park expansion.","","","https://ik.imagekit.io/OE/nelson-county/listings/stoney-creek-park-image1_Jb225aVyuc","White flowers blooming among lush green leaves in a forest setting.","","","","","","","","","(434) 263-7015","Stoney Creek West Drive, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Stoney%20Creek%20West%20Drive%2C%20Nellysford%2C%20VA%2022958","Picnic Area; Family Friendly; Parking; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=Stoney%20Creek%20West%20Drive%2C%20Nellysford%2C%20VA%2022958"
"92","Spy Rock","spy-rock","Hikes & Trails","outdoor","Montebello","Alternative 6.5-mile round-trip route to Spy Rock via Meadows Lane featuring sustained climbs, rocky scrambles, and sweeping summit panoramas. The route delivers 360° views over the Blue Ridge—just be prepared for limited blazes and a longer climb.","","","https://ik.imagekit.io/OE/nelson-county/listings/spy-rock-image1_1KwRYk5CN","Hikers standing on rocky summit under cloudy blue sky, overlooking green mountains.","","","","","","","","","(540) 265-5100","Meadows Lane (SR 826) Trailhead, Montebello, VA 24464","josh","","","https://www.google.com/maps/dir/?api=1&destination=Meadows%20Lane%20%28SR%20826%29%20Trailhead%2C%20Montebello%2C%20VA%2024464","Scenic Views; Biking; Hiking; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Meadows%20Lane%20%28SR%20826%29%20Trailhead%2C%20Montebello%2C%20VA%2024464"
"93","Spruce Creek Park","spruce-creek-park","Hikes & Trails","community","Nellysford","Spruce Creek Park anchors the Rockfish Valley Loop Trail system at Route 151, offering sunrise-to-sunset access to TRACK trails, a native plant garden, butterfly walk, geology trail, and the Rockfish Valley Foundation Natural History Center.","","","https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-park-image1_dQTxUZJOD","Tall green thistles with spiky leaves against dense forest backdrop.","","","","","","","","","(434) 361-0271","1368 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=1368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","Hiking; Biking; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=1368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958"
