"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","videoLink","document1","document1Name","document2","document2Name","amenities","featured","googleMapsUrl"
"282","Wintergreen - Fairway Woods","wintergreen-fairway-woods","Vacation Rentals","stay","Wintergreen Resort","Wintergreen – Fairway Woods is a two-bedroom resort condo with cozy fireplace, balcony seating, and electric grill overlooking the Blue Ridge. The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image1_M5rehxu4c","Wooden deck with tables, surrounded by trees, adjacent to house with large windows.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image2_UFqwGpLGY","Cozy living room and dining area with large windows and wooden furniture.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Pet Friendly; Golf","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"159","Oakland Museum","oakland-museum","Museums & Heritage","culture","Arrington","Discover the Oakland Museum, housed in a charming 1800s tavern, which brings to life the rich history of Nelson County. Through engaging exhibits, visitors can explore pivotal events such as rural electrification and Hurricane Camille, while gaining insights into the county's role in the broader narratives of Virginia and the nation. Join us for an enlightening journey that connects past and present, celebrating the unique heritage of this vibrant community.","","","https://ik.imagekit.io/OE/nelson-county/listings/oakland-museum-image1_yQz44DJPF","Red brick house with green roof and white stairs in sunlight.","","","","","","","","","(434) 263-8400","5365 Thomas Nelson Highway, Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922","","","","","","Seasonal Menu; Museum","false","https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922"
"284","Peaktime","peaktime","Whole House Rentals","stay","Roseland","Peaktime is a one-bedroom apartment with kitchenette, ideal for couples seeking a simple base near Nelson 151 and Wintergreen.","","","https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image1_Bo91oWibu","Wooden house with solar panels, surrounded by greenery, under clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image2_iELPAfFAd","Living room with couches, colorful bear painting, and wooden wall.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"285","Hawthorne","hawthorne","Cabins & Cottages","stay","Nellysford","Hawthorne is a private guest cabin with wood-burning fireplace, outdoor hearth, and deck overlooking wooded acreage near Afton wineries. Entire small guest house/log cabin.","","","https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image1_ZabwDQhh2","Rustic cabin with stone chimney surrounded by lush trees and greenery.","","https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image2_ru72cyv12","Cozy rustic cabin interior with kitchenette, fireplace, wooden shelves, and wicker baskets.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Cabins; Outdoor Seating; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"286","Rockfish Tiny Home","rockfish-tiny-home","Whole House Rentals","stay","Schuyler","Rockfish Tiny Home is a modern tiny retreat with hot tub, fire pit, hanging swing, and spacious interior central to Nelson 151 wineries. Nelson County has something for everyone.","","","https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image1_fBeoUJWL3","Modern cabin with black trim, hot tub, and snow-covered yard under sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image2_ieLcxH-yFI","Modern living room with loft, ladder, sofa, and nature view through glass doors.","","","","","","","Schuyler, VA 22969","josh","","","https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969","","","","","","Outdoor Seating; Cabins; Lodging; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969"
"287","Tupelo","tupelo","Whole House Rentals","stay","Roseland","Tupelo is a charming 1900 square foot Blue Ridge Bungalow nestled on one acre in the enchanting Rockfish River Valley. Tupelo is newly remodeled, featuring fresh carpets, recycled glass and concrete countertops and new appliances while maintaining it's rustic charm.","","","https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image1_UQyvDRap6","Small blue house with red door, surrounded by green grass and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image2_YEMlCkGfY","Cozy bedroom with white bedding, artwork, lamps, and a large window view.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Fuel; Pet Friendly; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"288","The Vu, Afton","the-vu-afton","Cabins & Cottages","stay","Afton","This spacious bright and airy home was just renovated to take full advantage of the jaw-dropping 360º views surrounding the property. Perched atop a grassy knoll of peaceful meadows with 360º views of the Blue Ridge Mountains, this newly renovated Afton home is the perfect retreat.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image1_S5BCcnudC","Fire pit with chairs in front of illuminated house at night.","","https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image2_tWSkRspw9","Cozy living room with armchairs, fireplace, large windows, and antler chandelier.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Lodging; Scenic Views; Full Kitchen; Cabins","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"289","Serenity Summit","serenity-summit","Whole House Rentals","stay","Wintergreen Resort","Serenity Summit is a three-bedroom, 3.5-bath Wintergreen home sleeping eight with modern amenities, family-friendly layout, and serene wooded surroundings.","","","https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image1_cNQynxSjz","Brown house surrounded by vibrant autumn trees and foliage.","","https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image2_RAnt8nyEV","Spacious living room with fireplace, large windows, brown sofa, and wooden floor.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Family Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"290","The Wooder House","the-wooder-house","Cabins & Cottages","stay","Nellysford","The Wooder House is a 1,900-square-foot four-bedroom, pet-friendly home on a 38-acre forest property with huge windows, fire pit, and outdoor patio.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image1_d3RyCyPHT","Wooden house surrounded by lush green forest and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image2_aqCMSRELO","Cozy living room with large windows, green trees outside, and comfy sofa.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"291","The Ash House at Holland Hill","the-ash-house-at-holland-hill","Cabins & Cottages","stay","Faber","The Ash House at Holland Hill is a modern cabin with hot tub, fireplace, and mountain views designed for stargazing and stylish Blue Ridge escapes.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image1_uMIyEQ7ty","Black wooden cabin surrounded by autumn foliage and sunlight on sloping hill.","","https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image2_WEdUSCUn_","Spacious living room with wooden beams, black accents, modern furniture, large windows.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Cabins; Scenic Views; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"292","D & D's Mountain Home","d-ds-mountain-home","Whole House Rentals","stay","Wintergreen Resort","D & D's Mountain Home is a renovated two-bedroom Stone Ridge condo with gas fireplace, patio, and views over Devils Knob Golf Course.","","","https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image1_PzXkSUD2Q","Wooden railing and stairway beside house with sloped roof surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image2_NTKDLMan4","Cozy living room with sofa, lamps, and table by large glass doors.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Fuel; Outdoor Seating; Scenic Views; Cabins; Lodging; Golf","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"293","Bear Creek Inn","bear-creek-inn","Cabins & Cottages","stay","Tyro","2-3 Bedroom Cottage with large fenced in yard for pets.","","","https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image1_Z8eqXrcOM","Creek flowing past tree and brick house with red roof.","","https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image2_xQtRkgnIL","Cozy sunroom with green walls, vintage rug, sofa, large windows, and hanging light.","","","","","","(434) 277-5305","Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","","","","","","Pet Friendly; Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976"
"294","Cookie's Place, LLC","cookies-place-llc","Cabins & Cottages","stay","Afton","Cookie's Place is a three-bedroom, two-bath home with private pool, mountain views, and convenient access to hiking, skiing, and Route 151 venues. Pool, mountain views, quiet yet close to everything, hiking, skiing, restaurants, wineries, breweries, distilleries, Waynesboro and Charlottesville.","","","https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image1_YqXSl7cuY","Black patio furniture set on wooden deck near grassy lawn and tennis court.","","https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image2_ipVqKBcc4","Modern living room with gray sectional sofa, wood table, and ceiling fan.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Pool; Pet Friendly; Cabins; Lodging; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"295","Bearfeet Retreat","bearfeet-retreat","Cabins & Cottages","stay","Wintergreen Resort","Cozy family cabin that sleeps 8 (K, Q, 2x twin bunks) tucked away in a quiet cul-de-sac. It’s the ideal mountain getaway offering the best of seasonal activities like hiking, fishing, swimming, skiing, brewery and orchard tours. 1/4 mile from Wintergreen Resort & Ski Slopes, yet also close to the “Valley” where there are many restaurants, wineries, breweries and cideries.","","","https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image1_Bi1vj6inZ","Rustic cabin surrounded by trees and wooden fence in a green landscape.","","https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image2_a1pK4Hztg","Fire pit on wooden table, surrounded by chairs on porch, with forest view.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Outdoor Seating; Wi-Fi; Parking; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"296","Peaceful Mountain Getaway","peaceful-mountain-getaway","Whole House Rentals","stay","Nellysford","Peaceful Mountain Getaway is a pet-friendly Wintergreen retreat with calming décor and hosts available to assist, perfect for families seeking quiet escapes. One story, three bedroom, two bath, well stocked house in Rodes Valley.","","","https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image1_Ww7fTws2q","Rustic wooden house surrounded by trees, with person sitting on front porch.","","https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image2_TEA5EbfCs","Wooden dining table with chairs, floral centerpiece, adjacent large windows.","","","","","","","Wintergreen Resort, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958","","","","","","Scenic Views; Pet Friendly; Family Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958"
"297","The Afton House","the-afton-house","Whole House Rentals","stay","Afton","The Afton House is a luxury mountain home with sweeping views, multiple gathering spaces, and accommodations for up to sixteen guests.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image1_BWCet3f9Y","Modern house with large windows, lit interior, against sunset sky and bare trees.","","https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image2_sGu2sep1w","Cozy room with wooden table, chairs, blue shelves, and checkered curtains.","695d1d645c7cd75eb86268c4","","","695d1d7a5c7cd75eb862ddf4","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Lodging; Scenic Views","true","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"298","THE LITTLE FARMHOUSE","thelittlefarmhouse","Cabins & Cottages","stay","Afton","The Little Farmhouse, also known as Cheval Circle, is a rustic-modern home with multiple seating areas, dining for 10, large porch, and horse farm views.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image1_HWH41F4Vf","White house with front porch, green lawn, surrounded by trees in sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image2_kht6S_C_a","Modern living room with spiral staircase, large windows, brown sofa, green plants.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Farm; Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"299","Mountaintop Overlook","mountaintop-overlook","Whole House Rentals","stay","Wintergreen Resort","Mountaintop Overlook is a 1,237-square-foot Wintergreen condo with ground-level access, panoramic valley views, wood-burning fireplace, and newly renovated interiors. Unbeatable Panoramic Mountain Views.","","","https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image1_h0B_F2eNe","Veranda with metal chairs, overlooking hills and colorful sunset sky.","","https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image2_ITYn_sBZb","Cozy living room with fireplace, wooden table, and large windows overlooking landscape.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"300","Blue Ridge Mountain Retreat","blue-ridge-mountain-retreat","Whole House Rentals","stay","Wintergreen Resort","Blue Ridge Mountain Retreat is a 4,800-square-foot Wintergreen luxury home sleeping 20 with four wood-burning fireplaces, gourmet kitchen, and game room. This home is an amazing 4800 square foot luxury home located just a short distance from Mountain Inn, ski areas, Founders Vision Overlook, Devil’s Knob Golf Course, Tennis Center, Spa, and Fitness Center.","","","https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image1_XiqNB2L3J","Large house with deck, stone wall, surrounded by bare trees, under blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image2_fZnRkW9qP","Wooden house porch with triangular roof, surrounded by windows.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Full Kitchen; Scenic Views; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"301","Mountain & Vine Farmhouse","mountain-vine-farmhouse","Whole House Rentals","stay","Faber","Mountain & Vine Farmhouse is a 2,700-square-foot retreat overlooking Delfosse Vineyards with deck, gas grill, and four queen bedrooms for wine country gatherings. 5-bath vacation rental home overlooking Delfosse Vineyards and Winery 2,700 Sq Ft | Deck | Gas Grill | Free Wi Fi Relax, reset, and rejuvenate in this stunning Faber farmhouse - perfect for a peaceful weekend getaway with your best friends.","","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-farmhouse-image1_nJkRWBHN5","Sunny backyard with stone path, trees, and distant rolling hills.","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-farmhouse-image2_z0leCk8sr","Cozy living room with leather sofas, glass coffee table, and wooden chairs.","","","","","","","Faber, VA 22938","josh","","","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938","","","","","","Outdoor Seating; Fuel; Wi-Fi; Wine; Cabins; Lodging; Farm; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938"
"302","Mountain & Vine Vineyards Log Cabin","mountain-vine-vineyards-log-cabin","Cabins & Cottages","stay","Faber","Mountain & Vine Vineyards Log Cabin is a historic hilltop cabin with loft bedroom, panoramic vineyard vistas, and private tastings available nearby. This 1-bed, 1-bath vacation rental is calling - your next couple's retreat awaits.","","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-vineyards-log-cabin-image1_YZLXDugsN","Rustic wooden cabin with porch surrounded by trees and outdoor seating.","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-vineyards-log-cabin-image2_N2UPizOy_","Rustic living room with stone fireplace, leather sofa, and wooden ceiling beams.","","","","","","","Faber, VA 22938","josh","","","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938","","","","","","Cabins; Wine; Tastings; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938"
"303","The Fairway Chalet","the-fairway-chalet","Whole House Rentals","stay","Wintergreen Resort","The Fairway Chalet is a 3,000-square-foot Wintergreen retreat with arcade game, ping pong, fire pit, and easy access to skiing, pools, and hiking.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-fairway-chalet-image1_OR_6iWhNB","Wooden patio set with two mugs and gray blanket in forest setting.","","https://ik.imagekit.io/OE/nelson-county/listings/the-fairway-chalet-image2_3oLQdDE_F","Cozy living room with stone fireplace, brown sectional, and plaid red carpet.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Cabins; Lodging; Golf; Swimming Pool","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"304","Spruce Creek Garden Cottage","spruce-creek-garden-cottage","Cabins & Cottages","stay","Nellysford","Maximum occupants - 4 people Located 1-3 miles from Bold Rock, Three Notch'd, Devils Backbone and Blue Toad breweries and cideries. 950 square foot home- 2 Bedroom, 1 bath Parking for 2 cars.","","","https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-garden-cottage-image1_DH3_z_VOl","White house with metal roof, lush garden, and gravel path under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-garden-cottage-image2_SNYOLwX-E","Cozy living room with wood floors, armchair, ceiling fan, and large windows.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Outdoor Seating; Beer; Parking; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"305","Parrs Camp, Mountain Hollow","parrs-camp-mountain-hollow","Cabins & Cottages","stay","Wintergreen Resort","Parrs Camp, Mountain Hollow is a craftsman-built ADU above a garage on a 70-acre Tye River property with king and double bedrooms, outdoor shower, foosball, and access to hammocks, fire pit, and nearby GW National Forest trails. Your host looks forward to your visit: responsive, helpful, informative and to offer any assistance needed.","","","https://ik.imagekit.io/OE/nelson-county/listings/parrs-camp-mountain-hollow-image1_hE64II8eE","Wooden house surrounded by lush green trees and plants under sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/parrs-camp-mountain-hollow-image2_a18PmQIOk","Cozy living room with armchairs, couch, and sunlight streaming through windows.","","","","","","","Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","","","","","","Outdoor Seating; Cabins; Lodging; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976"
"306","Parr's Camp","parrs-camp","Cabins & Cottages","stay","Wintergreen Resort","Parr's Camp is a historic 1940s fishing cabin restored with original paneling, screened porch, pond, and space for seven guests on a 70-acre riverfront estate bordering the George Washington National Forest. Your host looks forward to your visit: responsive, helpful, informative and to offer any assistance needed.","","","https://ik.imagekit.io/OE/nelson-county/listings/parr-s-camp-image1_wvauSKQj6","Wooden house surrounded by trees and grass, black fence in foreground.","","https://ik.imagekit.io/OE/nelson-county/listings/parr-s-camp-image2_jeiLu3graS","Cozy living room with stone fireplace, sofas, and wooden floor.","","","","","","","Tyro, VA 22976","josh","","","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976","","","","","","Cabins; Outdoor Seating; Lodging; Water Sports; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976"
"307","Bella Vista","bella-vista","Cabins & Cottages","stay","Wintergreen Resort","Bella Vista is a pet-friendly Wintergreen getaway with expansive deck, mountain views, and accommodations for couples seeking a quiet resort stay. 5 Bathroom home 7 Minutes walk or 4 minute drive to the slopes Spectacular views off of back deck.","","","https://ik.imagekit.io/OE/nelson-county/listings/bella-vista-image1_O0YjaMWRU","Large beige house surrounded by trees and gravel driveway in sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/bella-vista-image2_P7prXtAdC","Spacious living room with large windows, wooden ceiling, and cozy furniture.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Pet Friendly; Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"308","Red, White and Wintergreen","red-white-and-wintergreen","Whole House Rentals","stay","Wintergreen Resort","Red, White and Wintergreen is a five-bedroom Wintergreen property with large deck, porch hot tub, valley views, and office space for remote-friendly stays. It is perfect for families and large groups with comfortable living areas and a great deck and porch with hot tub.","","","https://ik.imagekit.io/OE/nelson-county/listings/red-white-and-wintergreen-image1_k_S21orXm","Houses with warm lights nestled in wooded area at dusk.","","https://ik.imagekit.io/OE/nelson-county/listings/red-white-and-wintergreen-image2_9z7tXGR3K","Cozy living room with red sofas, fireplace, large TV, and natural lighting.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Outdoor Seating; Family Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"309","Mountain View Vista","mountain-view-vista","Whole House Rentals","stay","Wintergreen Resort","Mountain View Vista is a one-bedroom, two-bath Wintergreen condo with spacious kitchen, large deck, and sweeping mountain vistas for couples getaways. 1 Bedroom/2 full baths/ large kitchen Large deck with scenic views.","","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-view-vista-image1_lHpoH-D2H","Deck with wooden chairs overlooking scenic mountain landscape under cloudy sky.","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-view-vista-image2_mlKIvbY7B","Modern living room, large windows, ocean view, gray sofa, fireplace, television.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Full Kitchen; Outdoor Seating; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"310","Art & Soul Guesthouse","art-soul-guesthouse","Whole House Rentals","stay","Roseland","Art & Soul Guesthouse is a design-forward one-bedroom plus loft retreat with sauna, EV charger, and sunset views, steps from Nelson 151 adventures.","","","https://ik.imagekit.io/OE/nelson-county/listings/art-soul-guesthouse-image1_-uTzD7Lq4","Modern wooden house with large windows surrounded by trees at dusk.","","https://ik.imagekit.io/OE/nelson-county/listings/art-soul-guesthouse-image2_1H122tsdB","Spacious room with triangular windows, round table, easel, and modern light fixture.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","EV Charging; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"311","Art & Soul Main House","art-soul-main-house","Whole House Rentals","stay","Wintergreen Resort","Art & Soul Main House offers three en-suite bedrooms plus loft sleeping, gourmet kitchen, saltwater hot tub, dry sauna, and extensive decks for groups up to ten. And stunning landscapes and skies.","","","https://ik.imagekit.io/OE/nelson-county/listings/art-soul-main-house-image1_uQK2zI80u","Cozy house with lit windows, surrounded by stone walls, steps, and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/art-soul-main-house-image2_6BsnLLMKw","Modern kitchen with large island, wooden cabinets, and stainless steel appliances.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Scenic Views; Full Kitchen; Lodging; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"312","The Cottage at River Circle Farm","the-cottage-at-river-circle-farm","Cabins & Cottages","stay","Wintergreen Resort","The Cottage at River Circle Farm is a one-bedroom riverside retreat with private pool, on-site nature trails, and quiet grounds along the James River.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-cottage-at-river-circle-farm-image1_kI4pcscYm","Blue swimming pool in backyard with trees and house under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/the-cottage-at-river-circle-farm-image2_KlDXHx3yF","Cozy living room with a sofa, ceiling fan, and paintings, lit by sunlight.","","","","","","","Scottsville, VA 24590","josh","","","https://www.google.com/maps/dir/?api=1&destination=Scottsville%2C%20VA%2024590","","","","","","Pool; Cabins; Lodging; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Scottsville%2C%20VA%2024590"
"313","Berry Hill Lake","berry-hill-lake","Cabins & Cottages","stay","Nellysford","Berry Hill Lake is a modern-rustic four-bedroom, 3.5-bath home overlooking a private two-acre lake with indoor/outdoor fireplaces, bunk rooms, and movie room on 250 wooded acres.","","","https://ik.imagekit.io/OE/nelson-county/listings/berry-hill-lake-image1_2Z8GdFy77","Rustic cottage with chimney surrounded by trees under a clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/berry-hill-lake-image2_8f_09seUw","Cozy living room with stone fireplace, leather sofas, large windows, and rustic decor.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Outdoor Seating; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
