id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image2,image2Desc,image3,image3Desc,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
159,Oakland Museum,oakland-museum,Museums & Heritage,culture,Arrington,"Explore the Oakland Museum, housed in a historic 1800s tavern, where you can delve into the rich history of Nelson County. Discover exhibits on rural electrification and the impact of Hurricane Camille, highlighting the county's significance in Virginia's narrative. Open Wednesdays from 1 to 4 PM and Saturdays from 10 AM to 4 PM, this museum offers a unique glimpse into the past.",,,https://ik.imagekit.io/OE/nelson-county/listings/oakland-museum-image1_yQz44DJPF,Red brick house with green roof and white stairs in sunlight.,,,,,,(434) 263-8400,"5365 Thomas Nelson Highway, Arrington, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Seasonal Menu; Museum,FALSE,https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922
284,Peaktime,peaktime,Whole House Rentals,stay,Roseland,"Peaktime is a cozy one-bedroom apartment nestled in Roseland, offering stunning views and a peaceful retreat for couples. Enjoy the convenience of a small kitchenette and unwind in the inviting hot tub after a day of adventure. Perfectly located near Nelson 151 and Wintergreen, it’s an ideal base for your getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image1_Bo91oWibu,"Wooden house with solar panels, surrounded by greenery, under clear blue sky.",https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image2_iELPAfFAd,"Living room with couches, colorful bear painting, and wooden wall.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Full Kitchen; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
285,Hawthorne,hawthorne,Cabins & Cottages,stay,Nellysford,"Hawthorne is a charming log cabin situated in the serene woods of Nellysford. This private guest house features a cozy living room with a wood-burning fireplace, a well-equipped kitchen, and a tranquil bedroom with a queen bed. Enjoy stunning sunrise views from the outdoor deck and fireplace, all conveniently located just minutes from the scenic 151 corridor and local wineries, making it an ideal spot for a peaceful getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image1_ZabwDQhh2,Rustic cabin with stone chimney surrounded by lush trees and greenery.,https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image2_ru72cyv12,"Cozy rustic cabin interior with kitchenette, fireplace, wooden shelves, and wicker baskets.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Cabins; Outdoor Seating; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
286,Rockfish Tiny Home,rockfish-tiny-home,Whole House Rentals,stay,Schuyler,"Rockfish Tiny Home is a modern retreat in Schuyler, VA, ideal for wine and beer lovers eager to explore the nearby Nelson 151 wineries and breweries. Guests can enjoy a spacious interior, unwind in the hot tub, gather around the fire pit, or relax on the outdoor hanging swing, all set in a charming and picturesque location.",,,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image1_fBeoUJWL3,"Modern cabin with black trim, hot tub, and snow-covered yard under sunlight.",https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image2_ieLcxH-yFI,"Modern living room with loft, ladder, sofa, and nature view through glass doors.",,,,,"Schuyler, VA 22969",josh,,,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969
287,Tupelo,tupelo,Whole House Rentals,stay,Roseland,"Tupelo is a beautifully remodeled 1900 sq ft Blue Ridge Bungalow in the scenic Rockfish River Valley, accommodating up to 8 guests. Enjoy cozy evenings by the gas woodstove or outdoor firepit, and benefit from high-speed internet and a dedicated workstation. With its rustic charm, pet-friendly policy, and proximity to Wintergreen Resort and local breweries, Tupelo is the perfect getaway for families and remote workers alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image1_UQyvDRap6,"Small blue house with red door, surrounded by green grass and trees.",https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image2_YEMlCkGfY,"Cozy bedroom with white bedding, artwork, lamps, and a large window view.",,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Fuel; Pet Friendly; Scenic Views,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
288,"The Vu, Afton",the-vu-afton,Cabins & Cottages,stay,Afton,"The Vu, Afton is a newly renovated retreat that showcases stunning 360o views from every room. This bright and airy home features three suite-style bedrooms with private bathrooms, a modern kitchen equipped for gourmet cooking, and a cozy loft with a queen pullout sofa. Conveniently located near Route 151, it’s ideal for outdoor adventures or exploring nearby wineries.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image1_S5BCcnudC,Fire pit with chairs in front of illuminated house at night.,https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image2_tWSkRspw9,"Cozy living room with armchairs, fireplace, large windows, and antler chandelier.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Scenic Views; Full Kitchen; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
289,Serenity Summit,serenity-summit,Whole House Rentals,stay,Wintergreen Resort,"Serenity Summit is a stunning 3BR, 3.5BA home located in Wintergreen Resort, designed for families and friends seeking a memorable getaway. Accommodating up to 8 guests, it features high-speed Wi-Fi, an entertainment center, and a fully equipped kitchen. Unwind by the wood-burning stove, gather around the outdoor fire table, or enjoy the seasonal outdoor pool surrounded by peaceful woods. Your perfect mountain retreat is here!",,,https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image1_cNQynxSjz,Brown house surrounded by vibrant autumn trees and foliage.,https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image2_RAnt8nyEV,"Spacious living room with fireplace, large windows, brown sofa, and wooden floor.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Family Friendly; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
290,The Wooder House,the-wooder-house,Cabins & Cottages,stay,Nellysford,"The Wooder House is a 1,900-square-foot four-bedroom, pet-friendly home on a 38-acre forest property with huge windows, fire pit, and outdoor patio.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image1_d3RyCyPHT,Wooden house surrounded by lush green forest and trees.,https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image2_aqCMSRELO,"Cozy living room with large windows, green trees outside, and comfy sofa.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
291,The Ash House at Holland Hill,the-ash-house-at-holland-hill,Cabins & Cottages,stay,Faber,"The Ash House at Holland Hill is a modern cabin with hot tub, fireplace, and mountain views designed for stargazing and stylish Blue Ridge escapes.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image1_uMIyEQ7ty,Black wooden cabin surrounded by autumn foliage and sunlight on sloping hill.,https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image2_WEdUSCUn_,"Spacious living room with wooden beams, black accents, modern furniture, large windows.",,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Cabins; Scenic Views; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
292,D & D's Mountain Home,d-ds-mountain-home,Whole House Rentals,stay,Wintergreen Resort,"D & D's Mountain Home is a beautifully renovated 2-bedroom, 2-bath condo located at Wintergreen Resort. With 1,100 square feet of private living space, it features a cozy gas fireplace, a galley kitchen, and a charming outdoor patio overlooking the 18th hole of Devil's Knob Golf Course. This four-season retreat is conveniently situated near restaurants, wineries, and hiking trails, making it perfect for golfers and nature lovers.",,,https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image1_PzXkSUD2Q,Wooden railing and stairway beside house with sloped roof surrounded by trees.,https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image2_NTKDLMan4,"Cozy living room with sofa, lamps, and table by large glass doors.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Fuel; Outdoor Seating; Scenic Views; Cabins; Lodging; Golf,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
293,Bear Creek Inn,bear-creek-inn,Cabins & Cottages,stay,Tyro,"Bear Creek Inn is a charming cottage in Tyro, featuring 2-3 bedrooms and a spacious, pet-friendly fenced yard. Guests can relax by the year-round trout stream, while adventure beckons just minutes away at Nelson 151, Crabtree Falls, and the stunning George Washington National Forest. This cozy retreat serves as an ideal base for exploring the Appalachian Trail and surrounding natural wonders.",,,https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image1_Z8eqXrcOM,Creek flowing past tree and brick house with red roof.,https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image2_xQtRkgnIL,"Cozy sunroom with green walls, vintage rug, sofa, large windows, and hanging light.",,,,(434) 277-5305,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Pet Friendly; Outdoor Seating; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
294,"Cookie's Place, LLC",cookies-place-llc,Cabins & Cottages,stay,Afton,"Cookie's Place, LLC is a charming cabin in Afton, featuring three bedrooms and two baths along with a private pool, ideal for unwinding after outdoor adventures. With breathtaking mountain views and close proximity to Waynesboro and Charlottesville's restaurants, wineries, and breweries, this retreat perfectly balances tranquility and local exploration.",,,https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image1_YqXSl7cuY,Black patio furniture set on wooden deck near grassy lawn and tennis court.,https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image2_ipVqKBcc4,"Modern living room with gray sectional sofa, wood table, and ceiling fan.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pool; Pet Friendly; Cabins; Lodging; Hiking,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
295,Bearfeet Retreat,bearfeet-retreat,Cabins & Cottages,stay,Wintergreen Resort,"Bearfeet Retreat is a charming cabin located in a tranquil cul-de-sac, just a quarter-mile from Wintergreen Resort. Accommodating up to 8 guests, it boasts cathedral ceilings, a cozy wood-burning fireplace, and a spacious wrap-around deck. Enjoy skiing, hiking, and local wineries year-round, all while surrounded by the beauty of serene woodlands—an ideal setting for family getaways!",,,https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image1_Bi1vj6inZ,Rustic cabin surrounded by trees and wooden fence in a green landscape.,https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image2_a1pK4Hztg,"Fire pit on wooden table, surrounded by chairs on porch, with forest view.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Wi-Fi; Parking; Cabins; Lodging; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
296,Peaceful Mountain Getaway,peaceful-mountain-getaway,Whole House Rentals,stay,Nellysford,"Peaceful Mountain Getaway is a cozy, one-story retreat in Rodes Valley, Nellysford. This pet-friendly home features three bedrooms and two bathrooms, offering stunning views and a chance to spot abundant wildlife. Conveniently located near local vineyards and breweries, it provides the perfect private escape for families looking to unwind in nature's beauty.",,,https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image1_Ww7fTws2q,"Rustic wooden house surrounded by trees, with person sitting on front porch.",https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image2_TEA5EbfCs,"Wooden dining table with chairs, floral centerpiece, adjacent large windows.",,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Family Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958
297,The Afton House,the-afton-house,Whole House Rentals,stay,Afton,"The Afton House is a luxury mountain home with sweeping views, multiple gathering spaces, and accommodations for up to sixteen guests.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image1_BWCet3f9Y,"Modern house with large windows, lit interior, against sunset sky and bare trees.",https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image2_sGu2sep1w,"Cozy room with wooden table, chairs, blue shelves, and checkered curtains.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Scenic Views,TRUE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
298,THE LITTLE FARMHOUSE,thelittlefarmhouse,Cabins & Cottages,stay,Afton,"The Little Farmhouse, also known as Cheval Circle, is a rustic-modern home with multiple seating areas, dining for 10, large porch, and horse farm views.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image1_HWH41F4Vf,"White house with front porch, green lawn, surrounded by trees in sunlight.",https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image2_kht6S_C_a,"Modern living room with spiral staircase, large windows, brown sofa, green plants.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Farm; Outdoor Seating; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
299,Mountaintop Overlook,mountaintop-overlook,Whole House Rentals,stay,Wintergreen Resort,"Mountaintop Overlook is a beautifully renovated 1,237 sq.ft. condo located in Wintergreen Resort, boasting breathtaking panoramic views of the Blue Ridge Mountains. This ground-level retreat features two cozy bedrooms, two full bathrooms, and a welcoming wood-burning fireplace. With easy access to lush outdoor spaces, it perfectly blends comfort and nature for your ideal mountain getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image1_h0B_F2eNe,"Veranda with metal chairs, overlooking hills and colorful sunset sky.",https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image2_ITYn_sBZb,"Cozy living room with fireplace, wooden table, and large windows overlooking landscape.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
300,Blue Ridge Mountain Retreat,blue-ridge-mountain-retreat,Whole House Rentals,stay,Wintergreen Resort,"Blue Ridge Mountain Retreat is a luxurious 4,800-square-foot home in Wintergreen, accommodating up to 20 guests with 7 spacious bedrooms and 4.5 baths, including two master suites with jetted tubs. Just minutes from skiing and golf, this retreat features a gourmet kitchen, cozy wood-burning fireplaces, and plenty of indoor entertainment options. Explore the stunning Blue Ridge Mountains, nearby wineries, and year-round outdoor activities, all while enjoying the comfort and style of this exceptional getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image1_XiqNB2L3J,"Large house with deck, stone wall, surrounded by bare trees, under blue sky.",https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image2_fZnRkW9qP,"Wooden house porch with triangular roof, surrounded by windows.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Full Kitchen; Scenic Views; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
301,Mountain & Vine Farmhouse,mountain-vine-farmhouse,Whole House Rentals,stay,Faber,"Mountain & Vine Farmhouse is a spacious 2,700 sq. ft. retreat in Faber, boasting breathtaking views of Delfosse Vineyards. With four queen bedrooms and 4.5 baths, it’s designed for memorable gatherings. Guests can unwind on the wraparound porch, fire up the gas grill, and savor local wines amidst the picturesque landscape—an ideal spot for a tranquil getaway with friends.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-farmhouse-image1_nJkRWBHN5,"Sunny backyard with stone path, trees, and distant rolling hills.",https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-farmhouse-image2_z0leCk8sr,"Cozy living room with leather sofas, glass coffee table, and wooden chairs.",,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Outdoor Seating; Fuel; Wi-Fi; Wine; Cabins; Lodging; Farm; Tastings,FALSE,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
302,Mountain & Vine Vineyards Log Cabin,mountain-vine-vineyards-log-cabin,Cabins & Cottages,stay,Faber,"Mountain & Vine Vineyards Log Cabin is a charming historic retreat located in Faber, featuring a cozy 1-bedroom, 1-bath cabin with breathtaking panoramic views of terraced vineyards from its private loft. Guests can stroll through the scenic grounds, savor local wine tastings, and embark on day trips to nearby Shenandoah National Park, making it an ideal getaway for couples.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-vineyards-log-cabin-image1_YZLXDugsN,Rustic wooden cabin with porch surrounded by trees and outdoor seating.,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-vineyards-log-cabin-image2_N2UPizOy_,"Rustic living room with stone fireplace, leather sofa, and wooden ceiling beams.",,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Cabins; Wine; Tastings; Lodging; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
303,The Fairway Chalet,the-fairway-chalet,Whole House Rentals,stay,Wintergreen Resort,"The Fairway Chalet is a 3,000-square-foot Wintergreen retreat with arcade game, ping pong, fire pit, and easy access to skiing, pools, and hiking.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-fairway-chalet-image1_OR_6iWhNB,Wooden patio set with two mugs and gray blanket in forest setting.,https://ik.imagekit.io/OE/nelson-county/listings/the-fairway-chalet-image2_3oLQdDE_F,"Cozy living room with stone fireplace, brown sectional, and plaid red carpet.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging; Golf; Swimming Pool,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
304,Spruce Creek Garden Cottage,spruce-creek-garden-cottage,Cabins & Cottages,stay,Nellysford,"Spruce Creek Garden Cottage is a charming retreat located on a tranquil country road in Nellysford. This 950 sq. ft. cottage features 2 cozy bedrooms and a bath, accommodating up to 4 guests. Enjoy the front porch lush with colorful blooms, or unwind on the shaded back deck overlooking the woods. With popular breweries and cideries like Bold Rock and Devils Backbone just 1-3 miles away, it's the perfect blend of comfort and convenience for your getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-garden-cottage-image1_DH3_z_VOl,"White house with metal roof, lush garden, and gravel path under clear sky.",https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-garden-cottage-image2_SNYOLwX-E,"Cozy living room with wood floors, armchair, ceiling fan, and large windows.",,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Beer; Parking; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
305,"Parrs Camp, Mountain Hollow",parrs-camp-mountain-hollow,Cabins & Cottages,stay,Wintergreen Resort,"Parrs Camp, Mountain Hollow is a charming craftsman-built retreat in the Blue Ridge Mountains, featuring 2 bedrooms, 1.5 baths, and a full kitchen. Guests can enjoy amenities like foosball, outdoor showers, and a cozy fire pit, all while soaking in the peaceful sounds of the nearby Tye River. With the stunning George Washington National Forest just steps away, this spot is perfect for both relaxation and adventure, with a dedicated host ensuring a memorable stay.",,,https://ik.imagekit.io/OE/nelson-county/listings/parrs-camp-mountain-hollow-image1_hE64II8eE,Wooden house surrounded by lush green trees and plants under sunlight.,https://ik.imagekit.io/OE/nelson-county/listings/parrs-camp-mountain-hollow-image2_a18PmQIOk,"Cozy living room with armchairs, couch, and sunlight streaming through windows.",,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Water Sports,FALSE,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
306,Parr's Camp,parrs-camp,Cabins & Cottages,stay,Wintergreen Resort,"Parr's Camp is a charming 1940s fishing cabin in the heart of the Blue Ridge Mountains, accommodating up to seven guests. This historic retreat boasts cozy living spaces, a screened porch, and a serene pond perfect for boating and yard games. With access to the George Washington National Forest, outdoor adventures like hiking the Appalachian Trail and fishing the Tye River are just moments away. Your attentive host is dedicated to making your stay truly memorable.",,,https://ik.imagekit.io/OE/nelson-county/listings/parr-s-camp-image1_wvauSKQj6,"Wooden house surrounded by trees and grass, black fence in foreground.",https://ik.imagekit.io/OE/nelson-county/listings/parr-s-camp-image2_jeiLu3graS,"Cozy living room with stone fireplace, sofas, and wooden floor.",,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cabins; Outdoor Seating; Lodging; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
307,Bella Vista,bella-vista,Cabins & Cottages,stay,Wintergreen Resort,"Bella Vista is a delightful 4-bedroom, 4.5-bathroom cabin in Wintergreen, located just a 7-minute walk or 4-minute drive from the slopes. The expansive back deck showcases breathtaking mountain views, while the inviting game room with a pool table provides the perfect space to unwind. Bring your furry friends along—this pet-friendly retreat ensures a memorable escape into nature.",,,https://ik.imagekit.io/OE/nelson-county/listings/bella-vista-image1_O0YjaMWRU,Large beige house surrounded by trees and gravel driveway in sunlight.,https://ik.imagekit.io/OE/nelson-county/listings/bella-vista-image2_P7prXtAdC,"Spacious living room with large windows, wooden ceiling, and cozy furniture.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Outdoor Seating; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
308,"Red, White and Wintergreen",red-white-and-wintergreen,Whole House Rentals,stay,Wintergreen Resort,"Red, White and Wintergreen is a stunning five-bedroom retreat located at Wintergreen Resort, ideal for families and large groups. Guests can unwind in spacious living areas or on the expansive deck featuring a brand new hot tub, all while taking in breathtaking valley views. With a dedicated office space, this home is perfect for relaxation or remote work, offering year-round fun in a welcoming atmosphere.",,,https://ik.imagekit.io/OE/nelson-county/listings/red-white-and-wintergreen-image1_k_S21orXm,Houses with warm lights nestled in wooded area at dusk.,https://ik.imagekit.io/OE/nelson-county/listings/red-white-and-wintergreen-image2_9z7tXGR3K,"Cozy living room with red sofas, fireplace, large TV, and natural lighting.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Family Friendly; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
309,Mountain View Vista,mountain-view-vista,Whole House Rentals,stay,Wintergreen Resort,"Mountain View Vista is a beautifully renovated one-bedroom, two-bath home in Wintergreen, designed for a romantic getaway or a serene retreat. The spacious kitchen invites culinary creations, while the large deck showcases breathtaking mountain views, allowing you to fully immerse yourself in nature’s beauty. Enjoy the charm and tranquility of this ideal location!",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-view-vista-image1_lHpoH-D2H,Deck with wooden chairs overlooking scenic mountain landscape under cloudy sky.,https://ik.imagekit.io/OE/nelson-county/listings/mountain-view-vista-image2_mlKIvbY7B,"Modern living room, large windows, ocean view, gray sofa, fireplace, television.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Full Kitchen; Outdoor Seating; Scenic Views; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
310,Art & Soul Guesthouse,art-soul-guesthouse,Whole House Rentals,stay,Roseland,"Art & Soul Guesthouse is a luxurious retreat nestled in the serene landscape of Roseland, Central Virginia. This thoughtfully designed one-bedroom plus loft space accommodates up to four guests and features a sauna with stunning sunset views and an EV charger. Perfect for couples, families, or solo travelers, it offers a tranquil escape with easy access to local adventures in the nearby mountains.",,,https://ik.imagekit.io/OE/nelson-county/listings/art-soul-guesthouse-image1_-uTzD7Lq4,Modern wooden house with large windows surrounded by trees at dusk.,https://ik.imagekit.io/OE/nelson-county/listings/art-soul-guesthouse-image2_1H122tsdB,"Spacious room with triangular windows, round table, easel, and modern light fixture.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,EV Charging; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
