name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private,videoUrl,author,latitude,longitude,accordion1Title,accordion1Content,accordion2Title,accordion2Content,accordion3Title,accordion3Content,accordion4Title,accordion4Content,accordion5Title,accordion5Content
Bold Kitchen at Bold Rock,bold-kitchen-at-bold-rock,Taste,stay,Nellysford,Bold Kitchen at Bold Rock is a local restaurant serving a variety of dishes in a welcoming atmosphere.,"<p>Located on the famed beverage corridor along Rt. 151 in Nelson County, the flagship Bold Rock Cider Barn opened in August 2014 and represents our company headquarters, the center of operations, and primary cider production facility. The ‘Chapel of Apple’ as it is affectionately known is a beautifully rustic timber-framed barn overlooking the Rockfish River. Our staff will be happy to explain the process behind our award-winning craft hard cider and following a tasting, enjoy a pint, flight, or delicious food from our Bold Kitchen. 1020 Rockfish Valley Highway Nellysford, VA 22958 <br><br><strong>Phone:</strong><a href='tel:4342262450'>434-226-2450</a></p>",,https://nelsoncounty.com/wp-content/uploads/2024/05/Bold-Kitchen-at-Bold-Rock.jpg,"Outdoor patio with tables, umbrellas, and mountain view under a clear blue sky.",,,,,,,,https://taprooms.boldrock.com/bold-rock-nellysford-cidery-b4b3ea2479bc,434-226-2450,"1020 Rockfish Valley Highway Nellysford, VA 22958",,1970-01-01,2024-05-17,,,,,,,,,,,,,,,"Coffee, Market, Organic, Wine, Cider",FALSE,https://www.google.com/maps/search/?api=1&query=1020+Rockfish+Valley+Highway+Nellysford%2C+VA+22958,False,,,37.8825224,-78.90345599999999,,,,,,,,,,
Chen’s Restaurant,chens-restaurant,Restaurants,taste,Lovingston,"Chen's Restaurant serves Chinese cuisine in Lovingston, offering a variety of dishes including fried chicken, stir-fries, and traditional Chinese favorites for lunch and takeout.","<p>Freshly prepared to order Chinese food to take out or eat in. Lunchtime specials. Located in the Annie Land Plaza, off Route 29, Lovingston. 73 Callohill Drive Lovingston, VA 22949 <br><br><strong>Phone:</strong><a href='tel:4342638865'>434-263-8865</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/chen-s-restaurant-image1_yGrDjUjGy,"Glazed fried chicken pieces with broccoli florets, arranged closely together.",,,,,,,,https://taprooms.boldrock.com/bold-rock-nellysford-cidery-b4b3ea2479bc,434-263-8865,"73 Callohill Drive, Lovingston, VA 22949",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,"Takeout, Lunch",FALSE,https://www.google.com/maps/search/?api=1&query=73+Callohill+Drive+Lovingston%2C+VA+22949,False,,,37.7529913,-78.8782263,,,,,,,,,,
Chirio’s Pizza,chirios-pizza,Restaurants,taste,Nellysford,"Chirio's Pizza is Nelson County's longest-running pizzeria, serving New York-style pies, subs, salads, and ice cream with eat-in, takeout, and delivery options from Valley Green Shopping Center. Chirio's Pizza, the county's oldest pizzeria since 1989, slings hand-tossed New York–style pies plus subs, salads, ice cream, and delivery from Valley Green Shopping Center.","<p>Oldest pizza establishment in Nelson County, since 1989. Authentic homemade NY pizza, subs, salads, sandwich specials, ice cream. Eat in, take-out, delivery. Discover why locals and visitors proclaim daily: “Simply the Best”. Bargain prices, quick service. In the Valley Green Shopping Center in Nellysford. 2777 Rockfish Valley Highway Nellysford, VA 22958 <br><br><strong>Phone:</strong><a href='tel:4343619188'>434-361-9188</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/chirio-s-pizza-image1_UVtpKdV9N,Pepperoni pizza with olives and broccoli on a golden crust.,,,,,,,,https://chiriospizza.com/home/,434-361-9188,"2777 Rockfish Valley Highway Nellysford, VA 22958",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,"Delivery, Pizza",FALSE,https://www.google.com/maps/search/?api=1&query=2777+Rockfish+Valley+Highway+Nellysford%2C+VA+22958,False,,,37.8897459,-78.8747881,,,,,,,,,,
Coquito Kitchen,coquito-kitchen,Restaurants,taste,Nellysford,"Coquito Kitchen blends Argentine and Southern comfort fare out of the Rockfish Valley Community Center, offering lunch Thursday through Saturday with rotating empanadas, sandwiches, and sides. Coquito Kitchen brings Rockfish Valley Community Center a mashup of Argentine comfort food and Virginia family recipes, serving empanadas, sandwiches, and seasonal sides Thursday through Saturday from late morning to early evening.","<p>Opened March 2024 at the Rockfish Valley Community Center! Coquito is a mix of Argentine and American fare to Nelson County, VA! We love Argentine food and we also love the Southern food we grew up eating here in VA. We wanted to celebrate both by blending our favorite comforting flavors and adding a twist here and there. Open Thursday-Saturday 11:00-6:00 190 Rockfish School Ln Afton, VA 22920</p>",,https://ik.imagekit.io/OE/nelson-county/listings/coquito-kitchen-image1_0G55fEaHh,"Cartoon bear and toucan with banjo, yellow circle background, 'Coquito' text.",,,,,,,,https://chiriospizza.com/home/,,"00 190 Rockfish School Ln Afton, VA 22920",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,Lunch,FALSE,https://www.google.com/maps/search/?api=1&query=00+190+Rockfish+School+Ln+Afton%2C+VA+22920,False,,,37.922963,-78.84247289999999,,,,,,,,,,
Devils Backbone Brewing,devils-backbone-brewing,Restaurants,taste,Roseland,"Devils Backbone Basecamp pairs a wood-fired kitchen with 16 taps of house beer, coffee bar mornings, and meadow seating for concerts and events.","<p>The smoke-free craft brewery and restaurant is open 7 days a week serving both lunch and dinner. We pour fresh craft beer from our 16 taps inside our pub with 19 additional taps at our Outdoor Bar. The brewpub in full service bar and dining experience with its oak wood -fired smoked dishes and local fare. The Oak Grill serves up fast casual wood fires dishes that are enjoyed under our covered outdoor dining or around the campfire kettle. The Summit (the original Arrington Depot) serves crafted housemade coffees and breakfast fare. The Shanty, our newest addition features fine spirits and cigars in a rustic setting. <a href='https://www.facebook.com/bluegrasscvill e/'>facebook.com</a> Bluegrass Grill &amp; Bakery, formerly of Charlottesville, is now serving brunch at The Summit on the property of Devils Backbone’s Basecamp in Roseland on weekends! The restaurant’s brunch pop-up is served at The Summit on Saturdays and Sundays from 7 a.m. to noon. No reservations are required and all seating is outdoors. Takeout is also available. The <a href='https://www.dbbrewingcompany.com/location/basecamp-brewpub-meadow s'>dbbrewingcompany.com</a> full menu is online. 200 Mosbys Run Roseland, VA 22967 <br><br><strong>Phone:</strong><a href='tel:4343611001'>434-361-1001</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-brewing-image1_fuU0b-q4C,"Rustic building with stone pillars, wooden roof, and red umbrella-covered tables outside.",,,,,,,,https://www.facebook.com/bluegrasscville/,434-361-1001,"200 Mosbys Run, Roseland, VA 22967",,2024-05-17,2024-05-18,,,,,,,,,,,,,,,"Bakery, Bar, Beer, Breakfast, Brunch, Dinner, Lunch, Spirits, Takeout, Coffee",FALSE,https://www.google.com/maps/search/?api=1&query=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967,False,,,37.871186,-78.918657,,,,,,,,,,
El Mariachi Mexican Food,el-mariachi-mexican-food,Restaurants,taste,Lovingston,El Mariachi Mexican Food serves classic Mexican dishes in Lovingston with weekday and weekend hours extending to 10 pm and gift certificates available. El Mariachi keeps Lovingston supplied with sizzl...,"<p>Life without Mexican food is NO life at all! Open Monday thru Thursday 11am – 9pm. Friday 11am – 10pm, Saturday 12pm – 10pm and Sunday 11:30am – 9pm. (Two other locations in Amherst &amp; Crewe, VA) Gift Certificates available! 165 Front Street Lovingston, VA 22949 <br><br><strong>Phone:</strong><a href='tel:4342635999'>434-263-5999</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/el-mariachi-mexican-food-image1_lrhnaZQny,"Two musicians in sombreros playing guitar and violin, 'El Mariachi' text beside them.",,,,,,,,https://www.elmariachimexfood.com/,434-263-5999,"165 Front Street Lovingston, VA 22949",,2024-05-17,2025-05-13,,,,,,,,,,,,,,,"Lunch, Dinner",FALSE,https://www.google.com/maps/search/?api=1&query=165+Front+Street+Lovingston%2C+VA+22949,False,,,37.7546452,-78.8741915,,,,,,,,,,
Fire & Frost Wood Fired Bakehouse,fire-frost-wood-fired-bakehouse,Restaurants,taste,Nellysford,"Fire & Frost Wood Fired Bakehouse at Wintergreen slings blistered Neapolitan-style pizzas, antipasti, and cocktails from a cozy alpine dining room, giving skiers and leaf peepers a taste of Italy on the mountain. Fire & Frost Wood Fired Bakehouse brings wood-fired pizzas and Italian-inspired fare to Wintergreen Resort in a warm alpine setting.","<p>Wood. Fired. Pizza. Join us for an unforgettable dining experience at Fire &amp; Frost. Our cozy and welcoming atmosphere, combined with our delicious food and drinks, will transport you to Italy without leaving the mountain. 121 Blue Ridge Dr Roseland, VA 22967 <br><br><strong>Phone:</strong><a href='tel:4343265639'>434-326-5639</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/fire-frost-wood-fired-bakehouse-image1_pWDMelTVX,"Mosaic pizza oven with open fire, wood stacked below, tools hanging nearby.",,,,,,,,https://www.fireandfrostva.com/,434-326-5639,"121 Blue Ridge Dr Roseland, VA 22967",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,Pizza,FALSE,https://www.google.com/maps/search/?api=1&query=121+Blue+Ridge+Dr+Roseland%2C+VA+22967,False,,,37.7476405,-78.9758579,,,,,,,,,,
Iron and Ale,iron-and-ale,Restaurants,taste,Nellysford,"Iron & Ale is a chef-driven bistro in Stoney Creek offering rotating menus, patio dining, and curated wine and beer lists for date nights and gatherings. Iron & Ale is a Stoney Creek destination for date nights, pairing chef-driven seasonal menus and veranda dining with curated wines and rotating craft taps so every visit feels like a special occasion.","<p>Iron &amp; Ale is the place where you always feel like part of the family, your home away from home. Treat that special someone to an inspired chef crafted dinner paired with a glass of hand selected wine out on the veranda or under one of the elegant chandeliers. With a rotating menu and multiple beers on tap, Iron and Ale is a wonderful date night destination. <br><br><strong>Address:</strong> 1354 Stoney Creek West, Nellysford, VA 22958<br><br><br><strong>Phone:</strong><a href='tel:5404402140'>540-440-2140</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/iron-and-ale-image1_Phj7hhJ9W,Illuminated sign reading 'Iron & Ale' on a building porch at night.,,,,,,,,https://www.ironalewintergreen.com/,540-440-2140,,,2024-05-17,2024-08-12,,,,,,,,,,,,,,,"Dinner, Wine, Beer",FALSE,,False,,,,,,,,,,,,,,
McDonald’s,mcdonalds,Restaurants,taste,Lovingston,"Daily (midnight on weekends) with drive-thru staples, Mc Café drinks, and late-night snacks steps from hotels and gas stations.","<p>Open 7 days a week from 6 am – 11 pm (open until midnight on Friday and Saturday nights) Highway 29 in Lovingston. 44 Callohill Drive Lovingston, VA 22949 <br><br><strong>Phone:</strong><a href='tel:4342638066'>434-263-8066</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/mcdonald-s-image1_xLvXtaYOs,Illuminated McDonald's sign with golden arches against a dark night sky.,,,,,,,,https://www.mcdonalds.com/us/en-us/location/va/lovingston/44-callohill-dr/23763.html,434-263-8066,"44 Callohill Drive, Lovingston, VA 22949",,2024-05-17,2024-06-12,,,,,,,,,,,,,,,"Breakfast, Takeout",FALSE,https://www.google.com/maps/search/?api=1&query=29+in+Lovingston.+44+Callohill+Drive+Lovingston%2C+VA+22949,False,,,37.7538097,-78.87670059999999,,,,,,,,,,
Montebello Country Store & Cafe,montebello-country-store-cafe,Restaurants,taste,Montebello,"Montebello Country Store & Cafe is a fifth-generation general store near Crabtree Falls with groceries, camping supplies, and a cafe serving chili and country fare.","<p>A family operation for 5 generations – an interesting place to explore – just think – “Country Store.” We offer a unique collection of toys for children, McCutcheon’s jams and jellies, custom t-shirts, sweatshirts, caps and gift items as well as a great selection of camping &amp; fishing supplies with a full line of groceries, ice, and fuel. Try your hand at trout fishing, then come in for a bowl of our chili . Located on Route 56, 3.5 miles east of the Parkway (MP 27). 15072 Crabtree Falls Highway Montebello, VA 24464 <br><br><strong>Phone:</strong><a href='tel:5403772650'>540-377-2650</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/montebello-country-store-cafe-image1_D_nYeoKbj,Wooden sign carved with 'Montebello Country Store' text on light wall.,,,,,,,,https://www.montebellova.com/country-store-in-montebello.htm,540-377-2650,5 miles east of the Parkway (MP 27),,2024-05-17,2025-04-28,,,,,,,,,,,,,,,"Cafe, Fishing, Fuel",FALSE,https://www.google.com/maps/search/?api=1&query=5+miles+east+of+the+Parkway+%28MP+27%29,False,,,,,,,,,,,,,,
Paulie's Pig Out,paulies-pig-out,Restaurants,taste,Afton,"Paulie's Pig Out smokes pork and chicken for over-stuffed sandwiches, plus homestyle sides and desserts, making it an easy Nelson 151 detour when you crave barbecue platters and mac 'n' cheese.","<p>Barbecue restaurant featuring pork and chicken, mac n’ cheese, beans, potato salad and cheesy garlic potatoes. Be sure to check out our amazing desserts! 7376 Rockfish Valley Highway Afton, VA 22920 <br><br><strong>Phone:</strong><a href='tel:4343612001'>434-361-2001</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/paulie-s-pig-out-image1_8dXrFbPav,"Pulled pork sandwich with coleslaw on a rustic bun, set on paper.",,,,,,,,https://www.mcdonalds.com/us/en-us/location/va/lovingston/44-callohill-dr/23763.html,434-361-2001,"7376 Rockfish Valley Highway Afton, VA 22920",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,Desserts,FALSE,https://www.google.com/maps/search/?api=1&query=7376+Rockfish+Valley+Highway+Afton%2C+VA+22920,False,,,37.9428648,-78.8366496,,,,,,,,,,
Smokin’ Barrel Restaurant,smokin-barrel-restaurant,Restaurants,taste,Arrington,"Smokin' Barrel Restaurant operates inside Blue Mountain Barrel House with pub fare, BBQ plates, burgers, soups, and desserts for taproom guests.","<p>Located at Blue Mountain Barrel House. Appetizers, soups, salads, sandwiches, burgers, BBQ, desserts and a kids menu. 495 Cooperative Way Arrington, VA 22922 <br><br><strong>Phone:</strong><a href='tel:4342262450'>434-226-2450</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/smokin-barrel-restaurant-image1_O6_IquE9r,"People relaxing on patio with chairs, umbrellas, sunset, and mountain view.",,,,,,,,https://bluemountainbarrel.com/,434-226-2450,"495 Cooperative Way Arrington, VA 22922",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,"BBQ, Desserts",FALSE,https://www.google.com/maps/search/?api=1&query=495+Cooperative+Way+Arrington%2C+VA+22922,False,,,37.7102504,-78.94375830000001,,,,,,,,,,
The Copper Mine Bistro,the-copper-mine-bistro,Restaurants,taste,Roseland,"The Copper Mine Bistro anchors Wintergreen's Blackrock Village with traditional breakfast, Mediterranean-inspired dinners, and weekend lunches during ski season.","<p>Located in the heart of the mountain’s Blackrock Village, The Copper Mine Bistro serves a traditional breakfast in the morning, and an innovative Mediterranean menu at dinner. During the winter, the Bistro serves lunch on the weekends and holiday periods. Around the clock, the atmosphere is casual and comfortable, providing the perfect setting following a day on the links, the courts, or the slopes. Enjoy our creative menu of tapas, small and large plates and the popular gourmet pizzas. Hours may vary by season, so please check <a href='https://www.wintergreenresort.com/the-wintergreen-weekl y/'>wintergreenresort.com</a> This Week at Wintergreen for current hours of operation. For more information and reservations, call <br><br><strong>Phone:</strong><br><br><strong>Phone:</strong><a href='tel:4343258090'>434-325-8090</a>. Dinner reservations strongly suggested. 39 Wintergreen Drive Roseland, VA 22967 <br><br><strong>Phone:</strong><a href='tel:4343258090'>434-325-8090</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/the-copper-mine-bistro-image1_3GowztWtV,"Cozy restaurant with diners, warm fireplace, and elegantly set tables.",,https://ik.imagekit.io/OE/nelson-county/listings/the-copper-mine-bistro-image2_QsKokoOVE,"People sitting at a rustic bar. Wooden walls, beer taps, and overhead chandelier.",,,,,https://www.wintergreenresort.com/the-wintergreen-weekly/,434-325-8090,"39 Wintergreen Drive, Roseland, VA 22967",,2024-05-17,2024-06-13,,,,,,,,,,,,,,,"Breakfast, Dinner, Lunch",FALSE,https://www.google.com/maps/search/?api=1&query=39+Wintergreen+Drive+Roseland%2C+VA+22967,False,,,37.9042073,-78.96963509999999,,,,,,,,,,
