id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
278,Wintergreen Resort Cabin,wintergreen-resort-cabin,Cabins & Cottages,stay,Wintergreen Resort,"Escape to the Wintergreen Resort Cabin, a chic 3-bedroom retreat nestled in the woods. Perfect for adventure seekers, it's just moments from ski slopes, the Appalachian Trail, and local breweries. After a day of exploration, unwind by the gas fireplace or enjoy a barbecue on the grill. Experience the perfect blend of comfort and nature in this serene getaway!",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-cabin-image1_usN-BJKnP,"Two-story house with deck, surrounded by autumn trees, overcast sky.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-cabin-image2_pTyogduKY,"Cozy living room with gray sectional sofa, wooden ceiling, stairs, and wall art.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Fuel; Outdoor Seating; Adventure; Resort; Cabins; Scenic Views; Lodging; Appalachian Trail,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
279,Bluebird Cottage,bluebird-cottage,Cabins & Cottages,stay,Roseland,"Bluebird Cottage is a cozy retreat located at the base of Wintergreen Resort in Roseland, just a mile from Devil's Backbone Brewery. Surrounded by local wineries and the scenic Appalachian Trail, it’s the perfect spot for relaxation and outdoor adventures. This pet-friendly cottage invites you to unwind and explore the beauty of Nelson County.",,,https://ik.imagekit.io/OE/nelson-county/listings/bluebird-cottage-image1_oyrVGESN2,Blue house with red chimney surrounded by large green trees and mountains.,,https://ik.imagekit.io/OE/nelson-county/listings/bluebird-cottage-image2_f4Gyyn1fq,"Cozy living room with sofas, wooden table, ceiling fan, and brick fireplace.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Beer; Breakfast; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
280,Bear Tracks Cottage,bear-tracks-cottage,Cabins & Cottages,stay,Nellysford,"Escape to Bear Tracks Cottage, a charming three-story cabin nestled in the heart of Nelson County. Enjoy a private retreat with easy access to the renowned 151 Trail, featuring wineries, breweries, and distilleries. Unwind on the large deck with a grill, gather around the fire pit, or relax in the hot tub after exploring the scenic Blue Ridge Mountains. Perfect for families and pet-friendly!",,,https://ik.imagekit.io/OE/nelson-county/listings/bear-tracks-cottage-image1_ao9s_vNaj,"Wooden cabin surrounded by lush green forest, with blue chairs outside.",,https://ik.imagekit.io/OE/nelson-county/listings/bear-tracks-cottage-image2_93gHVwAsE,"Rustic cabin interior with wooden walls, loft, and cozy seating area.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Outdoor Seating; Breakfast; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
281,Faber Farmhouse,faber-farmhouse,Cabins & Cottages,stay,Faber,"Discover Faber Farmhouse, a spacious retreat in Faber, VA, perfect for families or groups. With 4 bedrooms, 2 living rooms, and a large deck, it’s an ideal gathering spot. Enjoy easy access to the Nelson 151 corridor, nearby wineries, and the charming town of Scottsville—all just moments away. Plus, it's directly across from the Rock Spring Mountain Farm wedding venue. Pet-friendly and ready for your next getaway!",,,https://ik.imagekit.io/OE/nelson-county/listings/faber-farmhouse-image1_ijDX83k94,"White two-story house with black roof, deck, surrounded by bare trees.",,https://ik.imagekit.io/OE/nelson-county/listings/faber-farmhouse-image2_IEnn8lZNO,"Living room with brown sofa, striped chairs, wooden table, ceiling fan.",,,,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Outdoor Seating; Full Kitchen; Events; Breakfast; Pet Friendly; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
282,Wintergreen - Fairway Woods,wintergreen-fairway-woods,Vacation Rentals,stay,Wintergreen Resort,"Wintergreen - Fairway Woods is a charming 2-bedroom, 2-bathroom condo in the breathtaking Blue Ridge Mountains. With a cozy fireplace and outdoor seating complete with an electric grill, it’s perfect for both relaxation and adventure. Skiing and scenic hikes are just moments away, making it an ideal spot to unwind and soak in the stunning views from the private balcony. Pet-friendly accommodations ensure everyone can enjoy this mountain retreat!",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image1_M5rehxu4c,"Wooden deck with tables, surrounded by trees, adjacent to house with large windows.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image2_UFqwGpLGY,Cozy living room and dining area with large windows and wooden furniture.,,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Golf,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
159,Oakland Museum,oakland-museum,Museums & Heritage,culture,Arrington,"Explore the Oakland Museum, housed in a historic 1800s tavern, where you can delve into the rich history of Nelson County. Discover exhibits on rural electrification and the impact of Hurricane Camille, highlighting the county's significance in Virginia's narrative. Open Wednesdays from 1 to 4 PM and Saturdays from 10 AM to 4 PM, this museum offers a unique glimpse into the past.",,,https://ik.imagekit.io/OE/nelson-county/listings/oakland-museum-image1_yQz44DJPF,Red brick house with green roof and white stairs in sunlight.,,,,,,,,,(434) 263-8400,"5365 Thomas Nelson Highway, Arrington, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Seasonal Menu; Museum,false,https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922
284,Peaktime,peaktime,Whole House Rentals,stay,Roseland,"Peaktime is a cozy one-bedroom apartment nestled in Roseland, offering stunning views and a peaceful retreat for couples. Enjoy the convenience of a small kitchenette and unwind in the inviting hot tub after a day of adventure. Perfectly located near Nelson 151 and Wintergreen, it’s an ideal base for your getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image1_Bo91oWibu,"Wooden house with solar panels, surrounded by greenery, under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image2_iELPAfFAd,"Living room with couches, colorful bear painting, and wooden wall.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Full Kitchen; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
285,Hawthorne,hawthorne,Cabins & Cottages,stay,Nellysford,"Escape to Hawthorne, a charming log cabin nestled in the serene woods of Nellysford. This private guest house features a cozy living room with a wood-burning fireplace, a well-equipped kitchen, and a tranquil bedroom with a queen bed. Enjoy beautiful sunrise views from the outdoor deck and fireplace, all just minutes from the scenic 151 corridor and local wineries. Perfect for a peaceful getaway!",,,https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image1_ZabwDQhh2,Rustic cabin with stone chimney surrounded by lush trees and greenery.,,https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image2_ru72cyv12,"Cozy rustic cabin interior with kitchenette, fireplace, wooden shelves, and wicker baskets.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Cabins; Outdoor Seating; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
286,Rockfish Tiny Home,rockfish-tiny-home,Whole House Rentals,stay,Schuyler,"Discover the Rockfish Tiny Home, a modern retreat nestled in Schuyler, VA, perfect for wine and beer enthusiasts exploring the nearby Nelson 151 wineries and breweries. Enjoy the spacious interior, unwind in the hot tub, gather around the fire pit, or relax on the outdoor hanging swing. Experience a unique getaway that combines comfort and charm in a picturesque setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image1_fBeoUJWL3,"Modern cabin with black trim, hot tub, and snow-covered yard under sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image2_ieLcxH-yFI,"Modern living room with loft, ladder, sofa, and nature view through glass doors.",,,,,,,"Schuyler, VA 22969",josh,,,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969
287,Tupelo,tupelo,Whole House Rentals,stay,Roseland,"Tupelo is a beautifully remodeled 1900 sq ft Blue Ridge Bungalow in the scenic Rockfish River Valley, accommodating up to 8 guests. Enjoy cozy evenings by the gas woodstove or outdoor firepit, and benefit from high-speed internet and a dedicated workstation. With its rustic charm, pet-friendly policy, and proximity to Wintergreen Resort and local breweries, Tupelo is the perfect getaway for families and remote workers alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image1_UQyvDRap6,"Small blue house with red door, surrounded by green grass and trees.",,https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image2_YEMlCkGfY,"Cozy bedroom with white bedding, artwork, lamps, and a large window view.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Fuel; Pet Friendly; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
288,"The Vu, Afton",the-vu-afton,Cabins & Cottages,stay,Afton,"The Vu, Afton is a newly renovated retreat that showcases stunning 360º views from every room. This bright and airy home features three suite-style bedrooms with private bathrooms, a modern kitchen equipped for gourmet cooking, and a cozy loft with a queen pullout sofa. Conveniently located near Route 151, it’s ideal for outdoor adventures or exploring nearby wineries.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image1_S5BCcnudC,Fire pit with chairs in front of illuminated house at night.,,https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image2_tWSkRspw9,"Cozy living room with armchairs, fireplace, large windows, and antler chandelier.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Scenic Views; Full Kitchen; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
289,Serenity Summit,serenity-summit,Whole House Rentals,stay,Wintergreen Resort,"Escape to Serenity Summit, a beautiful 3BR, 3.5BA home in Wintergreen Resort, perfect for families or friends. With spacious accommodations for up to 8 guests, enjoy modern amenities like high-speed Wi-Fi, an entertainment center, and a fully equipped kitchen. Relax by the wood-burning stove or gather around the outdoor fire table, and take advantage of the seasonal outdoor pool amidst tranquil wooded surroundings. Your ideal mountain retreat awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image1_cNQynxSjz,Brown house surrounded by vibrant autumn trees and foliage.,,https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image2_RAnt8nyEV,"Spacious living room with fireplace, large windows, brown sofa, and wooden floor.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Family Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
290,The Wooder House,the-wooder-house,Cabins & Cottages,stay,Nellysford,"The Wooder House is a 1,900-square-foot four-bedroom, pet-friendly home on a 38-acre forest property with huge windows, fire pit, and outdoor patio.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image1_d3RyCyPHT,Wooden house surrounded by lush green forest and trees.,,https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image2_aqCMSRELO,"Cozy living room with large windows, green trees outside, and comfy sofa.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
291,The Ash House at Holland Hill,the-ash-house-at-holland-hill,Cabins & Cottages,stay,Faber,"The Ash House at Holland Hill is a modern cabin with hot tub, fireplace, and mountain views designed for stargazing and stylish Blue Ridge escapes.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image1_uMIyEQ7ty,Black wooden cabin surrounded by autumn foliage and sunlight on sloping hill.,,https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image2_WEdUSCUn_,"Spacious living room with wooden beams, black accents, modern furniture, large windows.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Cabins; Scenic Views; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
292,D & D's Mountain Home,d-ds-mountain-home,Whole House Rentals,stay,Wintergreen Resort,"Discover D & D's Mountain Home, a beautifully renovated 2-bedroom, 2-bath condo at Wintergreen Resort. Enjoy 1,100 square feet of private living space featuring a cozy gas fireplace, a galley kitchen, and a charming outdoor patio overlooking the 18th hole of Devil's Knob Golf Course. Perfectly situated near restaurants, wineries, and hiking trails, this four-season retreat is ideal for golfers and nature enthusiasts alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image1_PzXkSUD2Q,Wooden railing and stairway beside house with sloped roof surrounded by trees.,,https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image2_NTKDLMan4,"Cozy living room with sofa, lamps, and table by large glass doors.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Fuel; Outdoor Seating; Scenic Views; Cabins; Lodging; Golf,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
293,Bear Creek Inn,bear-creek-inn,Cabins & Cottages,stay,Tyro,"Escape to Bear Creek Inn, a charming 2-3 bedroom cottage nestled in Tyro, where tranquility meets adventure. Enjoy a spacious, pet-friendly fenced yard and unwind by the year-round trout stream. Located minutes from Nelson 151, Crabtree Falls, and the scenic George Washington National Forest, it's the perfect base for exploring the Appalachian Trail and surrounding natural wonders. Relaxation and outdoor fun await!",,,https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image1_Z8eqXrcOM,Creek flowing past tree and brick house with red roof.,,https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image2_xQtRkgnIL,"Cozy sunroom with green walls, vintage rug, sofa, large windows, and hanging light.",,,,,,(434) 277-5305,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Pet Friendly; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
294,"Cookie's Place, LLC",cookies-place-llc,Cabins & Cottages,stay,Afton,"Cookie's Place, LLC is a charming cabin in Afton, featuring three bedrooms and two baths along with a private pool, ideal for unwinding after outdoor adventures. With breathtaking mountain views and close proximity to Waynesboro and Charlottesville's restaurants, wineries, and breweries, this retreat perfectly balances tranquility and local exploration.",,,https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image1_YqXSl7cuY,Black patio furniture set on wooden deck near grassy lawn and tennis court.,,https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image2_ipVqKBcc4,"Modern living room with gray sectional sofa, wood table, and ceiling fan.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pool; Pet Friendly; Cabins; Lodging; Hiking,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
295,Bearfeet Retreat,bearfeet-retreat,Cabins & Cottages,stay,Wintergreen Resort,"Escape to Bearfeet Retreat, a cozy cabin nestled in a peaceful cul-de-sac, just 1/4 mile from Wintergreen Resort. Accommodating up to 8 guests, it features soaring cathedral ceilings, a wood-burning fireplace, and a wrap-around deck. Enjoy year-round activities like skiing, hiking, and exploring local wineries and breweries—all while surrounded by serene woodlands. Perfect for family getaways!",,,https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image1_Bi1vj6inZ,Rustic cabin surrounded by trees and wooden fence in a green landscape.,,https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image2_a1pK4Hztg,"Fire pit on wooden table, surrounded by chairs on porch, with forest view.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Wi-Fi; Parking; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
296,Peaceful Mountain Getaway,peaceful-mountain-getaway,Whole House Rentals,stay,Nellysford,"Peaceful Mountain Getaway is a cozy, one-story retreat in Rodes Valley, Nellysford. This pet-friendly home features three bedrooms and two bathrooms, offering stunning views and a chance to spot abundant wildlife. Conveniently located near local vineyards and breweries, it provides the perfect private escape for families looking to unwind in nature's beauty.",,,https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image1_Ww7fTws2q,"Rustic wooden house surrounded by trees, with person sitting on front porch.",,https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image2_TEA5EbfCs,"Wooden dining table with chairs, floral centerpiece, adjacent large windows.",,,,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958
297,The Afton House,the-afton-house,Whole House Rentals,stay,Afton,"The Afton House is a luxury mountain home with sweeping views, multiple gathering spaces, and accommodations for up to sixteen guests.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image1_BWCet3f9Y,"Modern house with large windows, lit interior, against sunset sky and bare trees.",,https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image2_sGu2sep1w,"Cozy room with wooden table, chairs, blue shelves, and checkered curtains.",695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Scenic Views,true,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
298,THE LITTLE FARMHOUSE,thelittlefarmhouse,Cabins & Cottages,stay,Afton,"The Little Farmhouse, also known as Cheval Circle, is a rustic-modern home with multiple seating areas, dining for 10, large porch, and horse farm views.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image1_HWH41F4Vf,"White house with front porch, green lawn, surrounded by trees in sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image2_kht6S_C_a,"Modern living room with spiral staircase, large windows, brown sofa, green plants.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Farm; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
299,Mountaintop Overlook,mountaintop-overlook,Whole House Rentals,stay,Wintergreen Resort,"Escape to Mountaintop Overlook, a beautifully renovated 1,237 sq.ft. condo in Wintergreen Resort. Enjoy stunning panoramic views of the Blue Ridge Mountains from your ground-level retreat, featuring two cozy bedrooms, two full bathrooms, and a inviting wood-burning fireplace. With easy access to lush outdoor spaces, this condo offers a perfect blend of comfort and nature for your mountain getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image1_h0B_F2eNe,"Veranda with metal chairs, overlooking hills and colorful sunset sky.",,https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image2_ITYn_sBZb,"Cozy living room with fireplace, wooden table, and large windows overlooking landscape.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
300,Blue Ridge Mountain Retreat,blue-ridge-mountain-retreat,Whole House Rentals,stay,Wintergreen Resort,"Blue Ridge Mountain Retreat is a luxurious 4,800-square-foot home in Wintergreen, accommodating up to 20 guests with 7 spacious bedrooms and 4.5 baths, including two master suites with jetted tubs. Just minutes from skiing and golf, this retreat features a gourmet kitchen, cozy wood-burning fireplaces, and plenty of indoor entertainment options. Explore the stunning Blue Ridge Mountains, nearby wineries, and year-round outdoor activities, all while enjoying the comfort and style of this exceptional getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image1_XiqNB2L3J,"Large house with deck, stone wall, surrounded by bare trees, under blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image2_fZnRkW9qP,"Wooden house porch with triangular roof, surrounded by windows.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Full Kitchen; Scenic Views; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
301,Mountain & Vine Farmhouse,mountain-vine-farmhouse,Whole House Rentals,stay,Faber,"Escape to the Mountain & Vine Farmhouse, a 2,700 sq. ft. retreat in Faber, overlooking the scenic Delfosse Vineyards. With four queen bedrooms and 4.5 baths, this spacious home is perfect for gatherings. Enjoy a wraparound porch, a gas grill, and stunning vineyard views, all while sipping local wines. Ideal for a peaceful getaway with friends!",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-farmhouse-image1_nJkRWBHN5,"Sunny backyard with stone path, trees, and distant rolling hills.",,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-farmhouse-image2_z0leCk8sr,"Cozy living room with leather sofas, glass coffee table, and wooden chairs.",,,,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Outdoor Seating; Fuel; Wi-Fi; Wine; Cabins; Lodging; Farm; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
302,Mountain & Vine Vineyards Log Cabin,mountain-vine-vineyards-log-cabin,Cabins & Cottages,stay,Faber,"Escape to the Mountain & Vine Vineyards Log Cabin, a charming historic retreat in Faber. This 1-bed, 1-bath cabin offers stunning panoramic views of terraced vineyards from its private loft. Enjoy leisurely exploration of the grounds, indulge in local wine tastings, and take day trips to the nearby Shenandoah National Park for a perfect couple's getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-vineyards-log-cabin-image1_YZLXDugsN,Rustic wooden cabin with porch surrounded by trees and outdoor seating.,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-vine-vineyards-log-cabin-image2_N2UPizOy_,"Rustic living room with stone fireplace, leather sofa, and wooden ceiling beams.",,,,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Cabins; Wine; Tastings; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
303,The Fairway Chalet,the-fairway-chalet,Whole House Rentals,stay,Wintergreen Resort,"The Fairway Chalet is a 3,000-square-foot Wintergreen retreat with arcade game, ping pong, fire pit, and easy access to skiing, pools, and hiking.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-fairway-chalet-image1_OR_6iWhNB,Wooden patio set with two mugs and gray blanket in forest setting.,,https://ik.imagekit.io/OE/nelson-county/listings/the-fairway-chalet-image2_3oLQdDE_F,"Cozy living room with stone fireplace, brown sectional, and plaid red carpet.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging; Golf; Swimming Pool,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
304,Spruce Creek Garden Cottage,spruce-creek-garden-cottage,Cabins & Cottages,stay,Nellysford,"Nestled on a quiet country road in Nellysford, the Spruce Creek Garden Cottage offers a serene escape with its 950 sq. ft. layout featuring 2 bedrooms and 1 bath, accommodating up to 4 guests. Enjoy the inviting front porch adorned with blooming flowers that attract butterflies and hummingbirds, or relax on the shady back deck overlooking the woods. Just 1-3 miles from popular breweries and cideries like Bold Rock and Devils Backbone, this charming cottage combines comfort with convenience for a perfect getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-garden-cottage-image1_DH3_z_VOl,"White house with metal roof, lush garden, and gravel path under clear sky.",,https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-garden-cottage-image2_SNYOLwX-E,"Cozy living room with wood floors, armchair, ceiling fan, and large windows.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Beer; Parking; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
305,"Parrs Camp, Mountain Hollow",parrs-camp-mountain-hollow,Cabins & Cottages,stay,Wintergreen Resort,"Escape to Parrs Camp, Mountain Hollow, a charming craftsman-built retreat nestled in the Blue Ridge Mountains. This cozy ADU features 2 bedrooms, 1.5 baths, and a full kitchen, with amenities like foosball, outdoor showers, and a fire pit. Enjoy the serene sounds of the nearby Tye River and explore the stunning George Washington National Forest just steps away. Ideal for relaxation and adventure, your host is dedicated to making your stay memorable.",,,https://ik.imagekit.io/OE/nelson-county/listings/parrs-camp-mountain-hollow-image1_hE64II8eE,Wooden house surrounded by lush green trees and plants under sunlight.,,https://ik.imagekit.io/OE/nelson-county/listings/parrs-camp-mountain-hollow-image2_a18PmQIOk,"Cozy living room with armchairs, couch, and sunlight streaming through windows.",,,,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
