id,name,slug,type,category,area,description,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,amenities,featured,googleMapsUrl,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content
13,Ike's Market & Deli,ikes-market-deli,Markets & Delis,community,Schuyler,"Riverside convenience store and deli featuring hot menu specials, grab-and-go items, and a game checking station. Ike's Market & Deli on Rockfish River Road stocks convenience essentials, fishing supplies, and a deli counter with rotating daily specials. As a game-check station, it's a go-to base camp for outdoor enthusiasts exploring Schuyler and the South Rockfish River. S during the Great Depression. Those who travel to Schuyler are encouraged to visit The Walton’s Mountain Museum. Schuyler’s forests bloom in the springtime; the rural roadways make for a gorgeous spring drive.",,https://ik.imagekit.io/OE/nelson-county/listings/ike-s-market-deli-image1_7BFICV0DZ,"Baked potato with cheese, baked beans, carrots, and saucy pulled pork on plate.",,,,,,,,,(434) 831-1185,"6597 Rockfish River Road, Schuyler, VA 22969",josh,,,https://www.google.com/maps/dir/?api=1&destination=6597%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969,Deli; Fishing; Hunting; Market; Retail; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=6597%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969,Information,S during the Great Depression. Those who travel to Schuyler are encouraged to visit The Walton’s Mountain Museum.,Menu & Offerings,"Schuyler’s forests bloom in the springtime; the rural roadways make for a gorgeous spring drive. If you’re traveling through Schuyler or want to plan a full day, start with The Walton’s Mountain Museum. The museum itself is in Hamner’s boyhood school. Displays include replicas of “The Walton’s” sets, hundreds of memorabilia items, and photographs. Next, check out Walton Hamner House, located across from the museum. Join the guided tour inside John-Boy Walton’s childhood home. The house has been.",About,"The history of Nelson County, check out The Walton’s Mountain Museum to learn more about the hit show,“The Waltons.” Another option for a history lesson stands in Arrington off Route 29. At the Oakland Museum, Visitors can view an exhibit on The Rural Electrification Act, part of Roosevelt’s New Deal. Traveling teachers and students will enjoy the exhibit depicting the history of the area schools.",Experience,"Every fall, visitors travel to Nelson County to take in the sight of the Blue Ridge Mountains. The gorgeous autumn colors reach their peak mid- to late October each year. Fall’s crisp mornings, pleasant daytime temperatures, and nearly-chilly nights make Nelson a perfect outdoor destination, but there are plenty of cozy indoor amenities as well. A fall day trip to the Schuyler area proves rewarding to the amateur geologist."
14,Indian Oven,indian-oven,Restaurants,taste,Lovingston,"Family-run Indian restaurant serving curries, tandoori favorites, and coconut-forward dishes crafted with fresh ingredients in a welcoming setting. Indian Oven in Lovingston crafts classic North Indian curries, tandoori platters, and coconut-accented dishes with a focus on freshness. Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places.",,https://ik.imagekit.io/OE/nelson-county/listings/indian-oven-image1_0QlheMSPI,Restaurant entrance with 'Indian Oven' sign on white brick exterior wall.,,,,,,,,,(434) 263-4080,"10749 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=10749%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Takeout; Family Friendly; Market; Deli,false,https://www.google.com/maps/dir/?api=1&destination=10749%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Menu & Offerings,Offers something for everyone. Immerse yourself in the warm and inviting atmosphere of our restaurant and savor the flavors of India.,Menu & Offerings,"Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places. Lovingston was defined as a “courthouse town” after the Nelson County Courthouse was built. One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson. Present-day.",Experience,"Lovingstown, Virginia, as it was first named, began with a land grant and a need to build a courthouse and a county seat for the newly created Nelson County in 1809. The original 30 acres was donated by Mr. James Loving that same year and thus began the construction of this charming historic village. There were 49 lots parceled off in nearly equal measure and then sold. The lots were numbered for identification and were thereby known as those lot numbers.",Contact & Location,"Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves. Dinner Options in Lovingston include Vito’s Pizza & Italian Grill for classic and specialty pizzas and Italian entrees. El Mariachi Mexican Restaurant offers over one hundred menu choices and has a gift shop on-site."
15,Mac's Country Store,macs-country-store,Markets & Delis,community,Roseland,"Country store at the crossroads of Routes 151 and 56 with breakfast, lunch, dinner plates, famous fried chicken, and antiques for sale. Mac's Country Store sits at the crossroads of Routes 151 and 56 serving breakfast, blue-plate lunches, and fried chicken dinners, with antiques tucked throughout the shop. Locals pull up for hearty specials, homemade sides, and road snacks before winding into the mountains. Serving Breakfast, Lunch & Dinner. Daily specials, eat in or take out.",,https://ik.imagekit.io/OE/nelson-county/listings/mac-s-country-store-image1_Gk_Ua_dFF,"White building with vending machines, parked car, and trees in the background.",,https://ik.imagekit.io/OE/nelson-county/listings/mac-s-country-store-image2_YzwsuX-Df,"White building with vending machines, parked car, and wooden porch surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/mac-s-country-store-image3_SvqK4KDnb,Tie-dye background with bold white text in cursive font.,,,(434) 277-5305,"7023 Patrick Henry Highway, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=7023%20Patrick%20Henry%20Highway%2C%20Roseland%2C%20VA%2022967,Breakfast; Lunch; Dinner; Takeout; Market; Deli,false,https://www.google.com/maps/dir/?api=1&destination=7023%20Patrick%20Henry%20Highway%2C%20Roseland%2C%20VA%2022967,Experience,"Serving Breakfast, Lunch & Dinner. Daily specials, eat in or take out. Our famous fried chicken is the best around. Antiques sold within the store too. At the the intersection of Routes 151 and 56 and Roseland Road.",,,,,,
16,Subway,subway,Markets & Delis,taste,Lovingston,"Subway franchise in Annie Land Plaza making customizable sandwiches, salads, and wraps seven days a week. Subway's Lovingston location in Annie Land Plaza builds custom sandwiches, wraps, and salads daily from 10 a.m. (open later on Fridays, earlier-closing Sundays). It's a dependable fast-casual option steps from Route 29 lodging and fuel stops. Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places. The original 30 acres was donated by Mr.",,https://ik.imagekit.io/OE/nelson-county/listings/subway-image1_ASH5hYhT2,"Brick storefront with Subway and tobacco shop signs, under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/subway-image2_FsH2B7eDE,"Brick building with Subway and vape shop, clear sky above.",,,,,https://restaurants.subway.com/united-states/va/lovingston/65-callohill-drive,(434) 263-6800,"65 Callohill Drive, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=65%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949,Deli; Market,false,https://www.google.com/maps/dir/?api=1&destination=65%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949,Hours & Information,"10 am-10 pm; Friday night until 11 pm; Sunday until 9 p. M. Find us at Annie Land Plaza, Highway 29 in Lovingston.",Menu & Offerings,"Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places. Lovingston was defined as a “courthouse town” after the Nelson County Courthouse was built. One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson. Present-day.",Experience,"Lovingstown, Virginia, as it was first named, began with a land grant and a need to build a courthouse and a county seat for the newly created Nelson County in 1809. The original 30 acres was donated by Mr. James Loving that same year and thus began the construction of this charming historic village. There were 49 lots parceled off in nearly equal measure and then sold. The lots were numbered for identification and were thereby known as those lot numbers.",Contact & Location,"Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves. Dinner Options in Lovingston include Vito’s Pizza & Italian Grill for classic and specialty pizzas and Italian entrees. El Mariachi Mexican Restaurant offers over one hundred menu choices and has a gift shop on-site."
17,The Market at Wintergreen,the-market-at-wintergreen,Markets & Delis,community,Wintergreen Resort,"Wintergreen Resort's convenience market offering groceries, deli meals, branded apparel, and fuel for mountain guests. The Market at Wintergreen is the resort's one-stop shop for groceries, deli meals from breakfast through evening, grab-and-go meals, and branded apparel. Visitors can fuel up, order sandwiches, and pick up Wintergreen sweatshirts without leaving the mountain. Convenience Store, Groceries, Deli and Gas. Wintergreen sweatshirts and tee shirts. Deli open: 7:30 am to 7:30 pm daily. The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro. It’s only a three-hour drive from Washington, D.",,https://ik.imagekit.io/OE/nelson-county/listings/the-market-at-wintergreen-image1_mYJhz6AkM,"Customers at deli counter inside a market, browsing and buying packaged food items.",,,,,,,,,(434) 325-8224,"189 Mountain Inn Loop, Wintergreen, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=189%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022958,Deli; Resort; Fuel; Market,false,https://www.google.com/maps/dir/?api=1&destination=189%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022958,Hours & Information,"Convenience Store, Groceries, Deli and Gas. Wintergreen sweatshirts and tee shirts. Deli open: 7:30 am to 7:30 pm daily.",Experience,"The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro. It’s only a three-hour drive from Washington, D. C. As well. Spend the day at and near Wintergreen Resort any time of the year. If you’re looking for an overnight trip, there are plenty of options. Spend the night at the resort, at one of Nelson’s many lodging options.",Menu & Offerings,"If you’re lucky enough to be traveling in Nelson in the springtime, take the Nelson Scenic Loop on your way to Wintergreen Resort. Buds will bloom and light spring greens will seem to appear before your eyes as winter warms up and undergoes its yearly vanishing act. As you traverse the pleasant roadways of Nelson, you’ll notice historic, natural, and cultural attractions along the way. The Nelson Scenic Loop is 50 miles long and made up of Route 151, Route 664, the Blue Ridge Parkway, and Route.",Information,"Stop by Devils Backbone Brewing Company. If over a dozen taps and an extensive pub menu aren’t enough, remember Visitors can bring the family pet as long as he or she stays leashed in the designated pet area. Devils Backbone also offers campsites near the restaurant. The Devils Backbone Campground includes primitive tent sites and full RV hookup sites. A 24/7 bath house is on-site."
18,Williams Grocery,williams-grocery,Markets & Delis,community,Schuyler,"Rural grocery and gas station carrying local honey, bait, and fishing supplies alongside everyday essentials. Williams Grocery in Shipman is a rural general store pairing gas pumps with groceries, bait, tackle, and local honey. Hunters rely on its game-check station, while river-goers stock up on snacks and supplies before heading toward the Tye and James Rivers. S during the Great Depression. Those who travel to Schuyler are encouraged to visit The Walton’s Mountain Museum.",,https://ik.imagekit.io/OE/nelson-county/listings/williams-grocery-image1_7ZxBQDA49,Gas pumps and store building surrounded by trees and hills under blue sky.,,,,,,,,,(434) 263-4746,"439 Williamstown Road, Shipman, VA 22971",josh,,,https://www.google.com/maps/dir/?api=1&destination=439%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971,Retail; Fuel; Local Ingredients; Market; Deli; Water Sports; Fishing; Hunting,false,https://www.google.com/maps/dir/?api=1&destination=439%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971,Experience,"Grocery Store and Gas. Featuring local honey, fishing supplies and bait. Game Checking Station (deer, bear & turkey).",Information,S during the Great Depression. Those who travel to Schuyler are encouraged to visit The Walton’s Mountain Museum.,Menu & Offerings,"Schuyler’s forests bloom in the springtime; the rural roadways make for a gorgeous spring drive. If you’re traveling through Schuyler or want to plan a full day, start with The Walton’s Mountain Museum. The museum itself is in Hamner’s boyhood school. Displays include replicas of “The Walton’s” sets, hundreds of memorabilia items, and photographs. Next, check out Walton Hamner House, located across from the museum. Join the guided tour inside John-Boy Walton’s childhood home. The house has been.",About,"The history of Nelson County, check out The Walton’s Mountain Museum to learn more about the hit show,“The Waltons.” Another option for a history lesson stands in Arrington off Route 29. At the Oakland Museum, Visitors can view an exhibit on The Rural Electrification Act, part of Roosevelt’s New Deal. Traveling teachers and students will enjoy the exhibit depicting the history of the area schools."
19,Ann's Family Restaurant,anns-family-restaurant,Restaurants,taste,Arrington,"Ann's Family Restaurant serves classic country cooking with daily specials and fresh vegetables for dine-in comfort in Arrington. Ann's Family Restaurant dishes up classic country cooking—think meat-and-three plates, fresh vegetables, and rotating daily specials—in a casual Arrington dining room. The homestyle spot closes Saturdays but keeps loyal regulars coming back for dependable Southern comfort food. Good old country cooking. Fresh vegetables and specials every day.",,https://ik.imagekit.io/OE/nelson-county/listings/ann-s-family-restaurant-image1_wg1eO0bow,Red-roofed restaurant with parked cars and campaign signs on grass.,,,,,,,,,(434) 263-8110,"1170 Thomas Nelson Highway, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=1170%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922,Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=1170%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922,Hours & Information,Good old country cooking. Fresh vegetables and specials every day. Closed Saturday.,,,,,,
20,Basic Necessities,basic-necessities,Restaurants,taste,Nellysford,"Basic Necessities is a European-inspired café, wine, and cheese shop in the Rockfish Valley serving soups, salads, seasonal dinners with live music, and a popular Sunday brunch. Basic Necessities blends European café flair with a wine and cheese shop, serving seasonal soups, sandwiches, and specials for lunch plus reservation-only dinners with live music. Sunday brunch often features a harpist, and the shelves brim with imported cheeses, breads, and affordable bottles.",,https://ik.imagekit.io/OE/nelson-county/listings/basic-necessities-image1_xjB3aTYi6,Cozy house with glowing string lights on fence at dusk.,,,,,,,,,(434) 361-1776,"2226 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=2226%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,Wine; Retail; Dinner; Live Music; Brunch; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=2226%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,,,,,,,,
21,Blue Mountain Brewery,blue-mountain-brewery,Breweries & Cideries,taste,Afton,"Route 151 brewpub pouring flagship and seasonal ales alongside a from-scratch kitchen with sweeping Blue Ridge views. Blue Mountain Brewery couples a mountain-view taproom with a scratch kitchen turning out pizzas, burgers, salads, and seasonal specialties. Guests can sample 8–10 draft beers brewed on-site, sip local cider or kombucha, and linger on the expansive patio year-round. There’s something to do in Afton every season of the year.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-mountain-brewery-image1_tGxjiiEoX,"Pizza, beer, and grapes on a wooden table in outdoor sunlight.",,,,,,,,https://www.bluemountainbrewery.com/,(540) 456-8020,"9519 Critzers Shop Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920,Beer; Cider; Events; Family Friendly; Full Kitchen; Meeting Planners; Outdoor Seating; Scenic Views; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920,Events & Activities,There’s something to do in Afton every season of the year.,Events & Activities,"And live music. Nelson 151’s wineries often include food pairing. If you’d like to do a little shopping, check out the Nelson 151 gift shops or take a short drive to the Rockfish Valley Community Center, a repurposed school building featuring local shops. Purchase a piece of Nelsonite, Virginia’s state rock, at The Virginia Rock Shop. If you’re into local art, check out the Rockfish Pottery Collective or the Rockfish River Gallery.",Events & Activities,"Live music performances, good food, and inventive, hand-crafted beverages. If you’re planning on spending a hot summer day in Afton, check out the Nelson Farmer’s Market Cooperative one Saturday. Local vendors gather there to sell fresh produce and hand-crafted goodies. Often, there’s live music. Nelson’s wineries make for an excellent day trip as well.",Events & Activities,"And enjoy great food at Blue Mountain. If your taste runs a bit sweeter, try a cider or two at Bryant’s Small Batch, Blue Toad Hard Cider, or Bold Rock Hard Cider. Like the hard stuff better. Head over to Silverback Distillery or Devils Backbone Distillery for a mixed drink and bring home a bottle of bourbon, vodka, whiskey, or gin. If you’re in Nelson celebrating Halloween, you’re in luck."
22,Blue Ridge Pig,blue-ridge-pig,Restaurants,taste,Nellysford,"Blue Ridge Pig is a roadside smokehouse known for Strawberry Goodwin's on-site smoked meats, from classic pulled pork with slaw to Turkey Croissants with signature dill sauce. Blue Ridge Pig smokes pork, turkey, and other meats behind its tiny roadside shack, drawing fans for pulled pork sandwiches, turkey croissants, and house dill sauce. The no-frills counter has been a Nelson 151 staple for decades with recipes created by pitmaster Strawberry Goodwin.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-pig-image1_yZZLDI6Ia,Cartoon pig with chef hat on weathered sign against trees and sky.,,,,,,,,,(434) 361-1170,"2198 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=2198%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,BBQ; Takeout; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=2198%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,,,,,,,,
23,Bold Kitchen at Bold Rock,bold-kitchen-at-bold-rock,Restaurants,taste,Nellysford,,,https://ik.imagekit.io/OE/nelson-county/listings/bold-kitchen-at-bold-rock-image1_XleEsXz-D,"Outdoor patio with tables, umbrellas, and mountain view under a clear blue sky.",,,,,,,,,,"1020 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,Bar; Cider; Tastings; Full Kitchen,false,https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,,,,,,,,
24,Chen's Restaurant,chens-restaurant,Restaurants,taste,Lovingston,Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places. The original 30 acres was donated by Mr.,,https://ik.imagekit.io/OE/nelson-county/listings/chen-s-restaurant-image1_yGrDjUjGy,"Glazed fried chicken pieces with broccoli florets, arranged closely together.",,,,,,,,,(434) 263-8865,"73 Callohill Drive, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=73%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949,Takeout; Lunch,false,https://www.google.com/maps/dir/?api=1&destination=73%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949,Menu & Offerings,"Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places. Lovingston was defined as a “courthouse town” after the Nelson County Courthouse was built. One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson. Present-day.",Experience,"Lovingstown, Virginia, as it was first named, began with a land grant and a need to build a courthouse and a county seat for the newly created Nelson County in 1809. The original 30 acres was donated by Mr. James Loving that same year and thus began the construction of this charming historic village. There were 49 lots parceled off in nearly equal measure and then sold. The lots were numbered for identification and were thereby known as those lot numbers.",Contact & Location,"Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves. Dinner Options in Lovingston include Vito’s Pizza & Italian Grill for classic and specialty pizzas and Italian entrees. El Mariachi Mexican Restaurant offers over one hundred menu choices and has a gift shop on-site.",Information,"Than a meal, head to Wood Ridge Farm Brewery, where a food truck is usually available. It’s a family-friendly place with plenty of outdoor activities. Want to know something interesting. The brewery and the bar were built out of wood from the property. If you’re lucky enough to have stopped by on the weekend, Visitors can enjoy live music there as well. S Outback Brew House is further south on Route 29 and also has wood fired pizza and live music."
25,Chirio's Pizza,chirios-pizza,Restaurants,taste,Nellysford,"Chirio's Pizza is Nelson County's longest-running pizzeria, serving New York-style pies, subs, salads, and ice cream with eat-in, takeout, and delivery options from Valley Green Shopping Center. Chirio's Pizza, the county's oldest pizzeria since 1989, slings hand-tossed New York–style pies plus subs, salads, ice cream, and delivery from Valley Green Shopping Center. Loyal locals tout its scratch-made dough, generous toppings, and friendly service.",,https://ik.imagekit.io/OE/nelson-county/listings/chirio-s-pizza-image1_UVtpKdV9N,Pepperoni pizza with olives and broccoli on a golden crust.,,,,,,,,,(434) 361-9188,"2777 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=2777%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,Family Friendly; Takeout; Delivery; Desserts; Pizza,false,https://www.google.com/maps/dir/?api=1&destination=2777%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,,,,,,,,
26,Coquito Kitchen,coquito-kitchen,Restaurants,taste,Nellysford,"Coquito Kitchen blends Argentine and Southern comfort fare out of the Rockfish Valley Community Center, offering lunch Thursday through Saturday with rotating empanadas, sandwiches, and sides. Coquito Kitchen brings Rockfish Valley Community Center a mashup of Argentine comfort food and Virginia family recipes, serving empanadas, sandwiches, and seasonal sides Thursday through Saturday from late morning to early evening.",,https://ik.imagekit.io/OE/nelson-county/listings/coquito-kitchen-image1_0G55fEaHh,"Cartoon bear and toucan with banjo, yellow circle background, 'Coquito' text.",,,,,,,,,,"190 Rockfish School Lane, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=190%20Rockfish%20School%20Lane%2C%20Afton%2C%20VA%2022920,Lunch; Full Kitchen; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=190%20Rockfish%20School%20Lane%2C%20Afton%2C%20VA%2022920,,,,,,,,
