"id","name","slug","type","category","area","description","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","amenities","featured","googleMapsUrl","accordionPanel1Title","accordionPanel1Content","accordionPanel2Title","accordionPanel2Content","accordionPanel3Title","accordionPanel3Content","accordionPanel4Title","accordionPanel4Content"
"13","Ike's Market & Deli","ikes-market-deli","Markets & Delis","community","Schuyler","Ike's Market & Deli on Rockfish River Road stocks convenience essentials, fishing supplies, and a deli counter with rotating daily specials. Riverside convenience store and deli featuring hot menu specials, grab-and-go items, and a game checking station.","","https://ik.imagekit.io/OE/nelson-county/listings/ike-s-market-deli-image1_7BFICV0DZ","Baked potato with cheese, baked beans, carrots, and saucy pulled pork on plate.","","","","","","","","","(434) 831-1185","6597 Rockfish River Road, Schuyler, VA 22969","josh","","","https://www.google.com/maps/dir/?api=1&destination=6597%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969","Deli; Fishing; Hunting; Market; Retail; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=6597%20Rockfish%20River%20Road%2C%20Schuyler%2C%20VA%2022969","History","S during the Great Depression. Those who travel to Schuyler are encouraged to visit The Walton’s Mountain Museum.","History & Background","At the Oakland Museum, Visitors can view an exhibit on The Rural Electrification Act, part of Roosevelt’s New Deal. Traveling teachers and students will enjoy the exhibit depicting the history of the area schools.","Amenities & Services","Every fall, visitors travel to Nelson County to take in the sight of the Blue Ridge Mountains. The gorgeous autumn colors reach their peak mid- to late October each year. Fall’s crisp mornings, pleasant daytime temperatures, and nearly-chilly nights make Nelson a perfect outdoor destination, but there are plenty of cozy indoor amenities as well.","",""
"14","Indian Oven","indian-oven","Restaurants","taste","Lovingston","Family-run Indian restaurant serving curries, tandoori favorites, and coconut-forward dishes crafted with fresh ingredients in a welcoming setting.","","https://ik.imagekit.io/OE/nelson-county/listings/indian-oven-image1_0QlheMSPI","Restaurant entrance with 'Indian Oven' sign on white brick exterior wall.","","","","","","","","","(434) 263-4080","10749 Thomas Nelson Hwy, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=10749%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","Takeout; Family Friendly; Market; Deli","false","https://www.google.com/maps/dir/?api=1&destination=10749%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949","History","One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson.","Contact & Location","Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves.","","","",""
"15","Mac's Country Store","macs-country-store","Markets & Delis","community","Roseland","Country store at the crossroads of Routes 151 and 56 with breakfast, lunch, dinner plates, famous fried chicken, and antiques for sale. Country store at the crossroads of Routes 151 and 56 with breakfast, lunch, dinner plates, famous fried chicken, and antiques for sale.","","https://ik.imagekit.io/OE/nelson-county/listings/mac-s-country-store-image1_Gk_Ua_dFF","White building with vending machines, parked car, and trees in the background.","","https://ik.imagekit.io/OE/nelson-county/listings/mac-s-country-store-image2_YzwsuX-Df","White building with vending machines, parked car, and wooden porch surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/mac-s-country-store-image3_SvqK4KDnb","Tie-dye background with bold white text in cursive font.","","","(434) 277-5305","7023 Patrick Henry Highway, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=7023%20Patrick%20Henry%20Highway%2C%20Roseland%2C%20VA%2022967","Breakfast; Lunch; Dinner; Takeout; Market; Deli","false","https://www.google.com/maps/dir/?api=1&destination=7023%20Patrick%20Henry%20Highway%2C%20Roseland%2C%20VA%2022967","Menu & Specialties","Serving breakfast, lunch, dinner. Our famous fried chicken is the best around, and antiques are sold within the store as well.","","","","","",""
"16","Subway","subway","Markets & Delis","taste","Lovingston","Subway franchise in Annie Land Plaza making customizable sandwiches, salads, and wraps seven days a week. (open later on Fridays, earlier-closing Sundays).","","https://ik.imagekit.io/OE/nelson-county/listings/subway-image1_ASH5hYhT2","Brick storefront with Subway and tobacco shop signs, under clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/subway-image2_FsH2B7eDE","Brick building with Subway and vape shop, clear sky above.","","","","","https://restaurants.subway.com/united-states/va/lovingston/65-callohill-drive","(434) 263-6800","65 Callohill Drive, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=65%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949","Deli; Market","false","https://www.google.com/maps/dir/?api=1&destination=65%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949","Contact & Location","10 am-10 pm; Friday night until 11 pm; Sunday until 9 p. Find us at Annie Land Plaza, Highway 29 in Lovingston.","History","One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson.","Additional Location Information","Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves.","",""
"17","The Market at Wintergreen","the-market-at-wintergreen","Markets & Delis","community","Wintergreen Resort","The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro. Convenience Store, Groceries, Deli and Gas.","","https://ik.imagekit.io/OE/nelson-county/listings/the-market-at-wintergreen-image1_mYJhz6AkM","Customers at deli counter inside a market, browsing and buying packaged food items.","","","","","","","","","(434) 325-8224","189 Mountain Inn Loop, Wintergreen, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=189%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022958","Deli; Resort; Fuel; Market","false","https://www.google.com/maps/dir/?api=1&destination=189%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022958","Menu & Specialties","This convenience store and gas station features a deli open for breakfast and lunch.","Hours & Information","The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro. It’s only a three-hour drive from Washington, D. Spend the day at and near Wintergreen Resort any time of the year.","History","If you’re lucky enough to be traveling in Nelson in the springtime, take the Nelson Scenic Loop on your way to Wintergreen Resort. Buds will bloom and light spring greens will seem to appear before your eyes as winter warms up and undergoes its yearly vanishing act. As you traverse the pleasant roadways of Nelson, you’ll notice historic, natural, and cultural attractions along the way.","Additional Menu Information","Stop by Devils Backbone Brewing Company. If over a dozen taps and an extensive pub menu aren’t enough, remember Visitors can bring the family pet as long as he or she stays leashed in the designated pet area. Devils Backbone also offers campsites near the restaurant."
"18","Williams Grocery","williams-grocery","Markets & Delis","community","Schuyler","Rural grocery and gas station carrying local honey, bait, and fishing supplies alongside everyday essentials.","","https://ik.imagekit.io/OE/nelson-county/listings/williams-grocery-image1_7ZxBQDA49","Gas pumps and store building surrounded by trees and hills under blue sky.","","","","","","","","","(434) 263-4746","439 Williamstown Road, Shipman, VA 22971","josh","","","https://www.google.com/maps/dir/?api=1&destination=439%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971","Retail; Fuel; Local Ingredients; Market; Deli; Water Sports; Fishing; Hunting","false","https://www.google.com/maps/dir/?api=1&destination=439%20Williamstown%20Road%2C%20Shipman%2C%20VA%2022971","Area Information","Grocery Store and Gas. Featuring local honey, fishing supplies and bait. Game Checking Station (deer, bear & turkey).","History","S during the Great Depression. Those who travel to Schuyler are encouraged to visit The Walton’s Mountain Museum.","History & Background","At the Oakland Museum, Visitors can view an exhibit on The Rural Electrification Act, part of Roosevelt’s New Deal. Traveling teachers and students will enjoy the exhibit depicting the history of the area schools.","",""
"19","Ann's Family Restaurant","anns-family-restaurant","Restaurants","taste","Arrington","The homestyle spot closes Saturdays but keeps loyal regulars coming back for dependable Southern comfort food. The homestyle spot closes Saturdays but keeps loyal regulars coming back for dependable Southern comfort food.","","https://ik.imagekit.io/OE/nelson-county/listings/ann-s-family-restaurant-image1_wg1eO0bow","Red-roofed restaurant with parked cars and campaign signs on grass.","","","","","","","","","(434) 263-8110","1170 Thomas Nelson Highway, Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=1170%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922","Family Friendly","false","https://www.google.com/maps/dir/?api=1&destination=1170%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922","Menu & Specialties","Good old country cooking. Fresh vegetables and specials every day.","","","","","",""
"20","Basic Necessities","basic-necessities","Restaurants","taste","Nellysford","Basic Necessities is a European-inspired café, wine, and cheese shop in the Rockfish Valley serving soups, salads, seasonal dinners with live music, and a popular Sunday brunch. Sunday brunch often features a harpist, and the shelves brim with imported cheeses, breads, and affordable bottles.","","https://ik.imagekit.io/OE/nelson-county/listings/basic-necessities-image1_xjB3aTYi6","Cozy house with glowing string lights on fence at dusk.","","","","","","","","","(434) 361-1776","2226 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=2226%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","Wine; Retail; Dinner; Live Music; Brunch; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=2226%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","","",""
"21","Blue Mountain Brewery","blue-mountain-brewery","Breweries & Cideries","taste","Afton","Route 151 brewpub pouring flagship and seasonal ales alongside a from-scratch kitchen with sweeping Blue Ridge views. Route 151 brewpub pouring flagship and seasonal ales alongside a from-scratch kitchen with sweeping Blue Ridge views.","","https://ik.imagekit.io/OE/nelson-county/listings/blue-mountain-brewery-image1_tGxjiiEoX","Pizza, beer, and grapes on a wooden table in outdoor sunlight.","","","","","","","","https://www.bluemountainbrewery.com/","(540) 456-8020","9519 Critzers Shop Road, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920","Beer; Cider; Events; Family Friendly; Full Kitchen; Meeting Planners; Outdoor Seating; Scenic Views; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920","","","","","","","",""
"22","Blue Ridge Pig","blue-ridge-pig","Restaurants","taste","Nellysford","Blue Ridge Pig is a roadside smokehouse known for Strawberry Goodwin's on-site smoked meats, from classic pulled pork with slaw to Turkey Croissants with signature dill sauce. Blue Ridge Pig smokes pork, turkey, and other meats behind its tiny roadside shack, drawing fans for pulled pork sandwiches, turkey croissants, and house dill sauce.","","https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-pig-image1_yZZLDI6Ia","Cartoon pig with chef hat on weathered sign against trees and sky.","","","","","","","","","(434) 361-1170","2198 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=2198%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","BBQ; Takeout; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=2198%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","","",""
"23","Bold Kitchen at Bold Rock","bold-kitchen-at-bold-rock","Restaurants","taste","Nellysford","Bold Kitchen at Bold Rock is a local restaurant serving a variety of dishes in a welcoming atmosphere.","","https://ik.imagekit.io/OE/nelson-county/listings/bold-kitchen-at-bold-rock-image1_XleEsXz-D","Outdoor patio with tables, umbrellas, and mountain view under a clear blue sky.","","","","","","","","","","1020 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","Bar; Cider; Tastings; Full Kitchen","false","https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","","",""
"24","Chen's Restaurant","chens-restaurant","Restaurants","taste","Lovingston","Chen's Restaurant serves Chinese cuisine in Lovingston, offering a variety of dishes including fried chicken, stir-fries, and traditional Chinese favorites for lunch and takeout.","","https://ik.imagekit.io/OE/nelson-county/listings/chen-s-restaurant-image1_yGrDjUjGy","Glazed fried chicken pieces with broccoli florets, arranged closely together.","","","","","","","","","(434) 263-8865","73 Callohill Drive, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=73%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949","Takeout; Lunch","false","https://www.google.com/maps/dir/?api=1&destination=73%20Callohill%20Drive%2C%20Lovingston%2C%20VA%2022949","History","One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson.","Contact & Location","Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves.","Amenities & Services","Than a meal, head to Wood Ridge Farm Brewery, where a food truck is usually available. It’s a family-friendly place with plenty of outdoor activities. Want to know something interesting.","",""
"25","Chirio's Pizza","chirios-pizza","Restaurants","taste","Nellysford","Chirio's Pizza is Nelson County's longest-running pizzeria, serving New York-style pies, subs, salads, and ice cream with eat-in, takeout, and delivery options from Valley Green Shopping Center. Chirio's Pizza, the county's oldest pizzeria since 1989, slings hand-tossed New York–style pies plus subs, salads, ice cream, and delivery from Valley Green Shopping Center.","","https://ik.imagekit.io/OE/nelson-county/listings/chirio-s-pizza-image1_UVtpKdV9N","Pepperoni pizza with olives and broccoli on a golden crust.","","","","","","","","","(434) 361-9188","2777 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=2777%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","Family Friendly; Takeout; Delivery; Desserts; Pizza","false","https://www.google.com/maps/dir/?api=1&destination=2777%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","","",""
"26","Coquito Kitchen","coquito-kitchen","Restaurants","taste","Nellysford","Coquito Kitchen blends Argentine and Southern comfort fare out of the Rockfish Valley Community Center, offering lunch Thursday through Saturday with rotating empanadas, sandwiches, and sides. Coquito Kitchen brings Rockfish Valley Community Center a mashup of Argentine comfort food and Virginia family recipes, serving empanadas, sandwiches, and seasonal sides Thursday through Saturday from late morning to early evening.","","https://ik.imagekit.io/OE/nelson-county/listings/coquito-kitchen-image1_0G55fEaHh","Cartoon bear and toucan with banjo, yellow circle background, 'Coquito' text.","","","","","","","","","","190 Rockfish School Lane, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=190%20Rockfish%20School%20Lane%2C%20Afton%2C%20VA%2022920","Lunch; Full Kitchen; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=190%20Rockfish%20School%20Lane%2C%20Afton%2C%20VA%2022920","","","","","","","",""
"27","Devils Backbone Brewing","devils-backbone-brewing","Restaurants","taste","Roseland","Devils Backbone Basecamp pairs a wood-fired kitchen with 16 taps of house beer, coffee bar mornings, and meadow seating for concerts and events. Devils Backbone Basecamp pairs a wood-fired kitchen with 16 taps of house beer, coffee bar mornings, and meadow seating for concerts and events.","","https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-brewing-image1_fuU0b-q4C","Rustic building with stone pillars, wooden roof, and red umbrella-covered tables outside.","","","","","","","","https://www.dbbrewingcompany.com/visit/basecamp/","(434) 361-1001","200 Mosbys Run, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967","Beer; Outdoor Seating; Live Music; Full Kitchen; Coffee; Tea; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967","","","","","","","",""
"28","El Mariachi Mexican Food","el-mariachi-mexican-food","Restaurants","taste","Lovingston","El Mariachi Mexican Food serves classic Mexican dishes in Lovingston with weekday and weekend hours extending to 10 pm and gift certificates available. El Mariachi keeps Lovingston supplied with sizzling fajitas, burritos, and combo platters seven days a week, with extended weekend hours, margaritas, and gift cards so visitors can share their favorite Mexican comfort dishes. Lovingston is a great destination for history buffs as the Lovingston Historic District and the courthouse are both listed on the National Register of Historic Places.","","https://ik.imagekit.io/OE/nelson-county/listings/el-mariachi-mexican-food-image1_lrhnaZQny","Two musicians in sombreros playing guitar and violin, 'El Mariachi' text beside them.","","","","","","","","","(434) 263-5999","165 Front Street, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=165%20Front%20Street%2C%20Lovingston%2C%20VA%2022949","Retail; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=165%20Front%20Street%2C%20Lovingston%2C%20VA%2022949","History","One claim to fame is that that town jail was designed by Thomas Jefferson. Lovingston’s most historic African-American landmark is Bright Hope Baptist Church, which was built in 1870 for the freedmen and women living in Nelson.","Contact & Location","Bright Hope Baptist Church, a historic African-American landmark in Lovingston that overlooks the village. The church was built along with a school in 1870 to serve the freed men and women of Nelson. The kept area has over 100 marked graves.","Amenities & Services","Than a meal, head to Wood Ridge Farm Brewery, where a food truck is usually available. It’s a family-friendly place with plenty of outdoor activities. Want to know something interesting.","",""
"29","Fire & Frost Wood Fired Bakehouse","fire-frost-wood-fired-bakehouse","Restaurants","taste","Nellysford","Fire & Frost Wood Fired Bakehouse at Wintergreen slings blistered Neapolitan-style pizzas, antipasti, and cocktails from a cozy alpine dining room, giving skiers and leaf peepers a taste of Italy on the mountain. Fire & Frost Wood Fired Bakehouse brings wood-fired pizzas and Italian-inspired fare to Wintergreen Resort in a warm alpine setting.","","https://ik.imagekit.io/OE/nelson-county/listings/fire-frost-wood-fired-bakehouse-image1_pWDMelTVX","Mosaic pizza oven with open fire, wood stacked below, tools hanging nearby.","","","","","","","","","(434) 326-5639","121 Blue Ridge Drive, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=121%20Blue%20Ridge%20Drive%2C%20Roseland%2C%20VA%2022967","Scenic Views; Resort; Pizza","false","https://www.google.com/maps/dir/?api=1&destination=121%20Blue%20Ridge%20Drive%2C%20Roseland%2C%20VA%2022967","","","","","","","",""
"30","Iron and Ale","iron-and-ale","Restaurants","taste","Nellysford","Iron & Ale is a chef-driven bistro in Stoney Creek offering rotating menus, patio dining, and curated wine and beer lists for date nights and gatherings. Iron & Ale is a Stoney Creek destination for date nights, pairing chef-driven seasonal menus and veranda dining with curated wines and rotating craft taps so every visit feels like a special occasion.","","https://ik.imagekit.io/OE/nelson-county/listings/iron-and-ale-image1_Phj7hhJ9W","Illuminated sign reading 'Iron & Ale' on a building porch at night.","","","","","","","","","(540) 440-2140","1354 Stoney Creek West, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=1354%20Stoney%20Creek%20West%2C%20Nellysford%2C%20VA%2022958","Seasonal Menu; Wine; Outdoor Seating; Beer","false","https://www.google.com/maps/dir/?api=1&destination=1354%20Stoney%20Creek%20West%2C%20Nellysford%2C%20VA%2022958","","","","","","","",""
